ratingdif;Y
537.7442729;0
709.4397266;0
124.7023553;0
318.8349079;0
328.3875727;0
168.0710645;0
244.1233271;0
301.8921878;0
114.9745234;0
45.73788597;1
250.6424627;0
228.8642407;1
3.010918038;0
659.9747336;1
67.86997127;1
422.6748715;1
452.3727348;0
118.11403;1
277.8963731;0
393.855608;0
296.5343961;0
602.2688132;0
338.0173178;0
137.6244627;0
60.39819969;0
286.5812996;0
129.6738165;0
286.2036921;0
221.9585593;1
355.0772546;0
117.1712511;0
245.2808886;0
10.46264404;0
199.3682004;0
136.4969212;0
461.3461076;0
300.8130283;1
493.6854403;0
641.5095807;0
340.2175429;1
116.7315385;0
169.1492708;0
74.83297144;1
328.2968007;0
173.9898779;1
378.4291648;0
105.630689;0
383.2608549;0
18.22949957;1
255.7424944;0
236.2051756;1
475.502175;1
50.7980226;1
207.1733147;0
312.4796931;0
371.2132021;0
342.8924303;0
446.1622008;0
420.6788801;0
328.8610259;1
393.541555;1
75.525084;0
163.2221158;1
168.3396782;0
343.6873256;0
366.2458284;1
211.0430769;0
201.8550123;1
734.4390695;0
367.366323;0
264.9457974;0
248.8353274;0
12.11200103;0
342.1774855;0
196.2654828;0
227.7764099;0
411.0463038;0
399.7008653;0
362.5436173;0
221.328715;0
245.6756185;0
234.160303;1
368.0800992;0
147.0548419;0
520.9571421;0
308.6876785;0
398.1690911;0
316.7618189;0
405.8193637;0
49.92883892;0
126.6875347;0
206.0407471;0
405.4951417;0
316.2169738;0
305.4125364;0
284.4943385;0
80.97337825;0
406.7464341;0
127.0513595;0
345.7811545;0
474.5219856;0
390.6265275;0
389.8016218;1
210.2319712;1
241.2373703;0
276.1953294;0
349.4435555;1
119.7975501;1
565.5414544;0
173.0334299;1
239.4504725;1
348.9841933;0
448.3206642;0
116.5181954;0
53.36863334;0
30.17473569;0
563.5479498;0
452.4344913;0
354.7726619;1
255.5692583;0
225.1413981;0
399.7128722;0
343.6526086;0
184.8348594;0
467.3212604;1
724.3020947;0
23.89423001;0
412.1741625;1
254.6718175;1
275.8609885;0
175.3707434;0
49.15565964;0
498.2841229;0
508.7914161;0
393.8148988;0
33.93539608;0
250.6519744;0
79.43149552;0
122.9280616;0
198.6221646;1
671.2903516;0
5.546577434;0
175.3973135;0
68.24184044;1
390.2743131;1
123.6650657;1
230.4698321;1
259.3701654;0
458.5310784;0
228.5643282;0
255.1679288;0
369.4883389;1
41.01604106;0
147.6844485;1
142.6890473;0
230.7704255;0
79.38796536;0
367.3982458;0
175.3925002;0
408.6661687;1
165.6163647;0
92.09262486;1
192.1830391;1
460.5175897;1
829.5243376;0
525.5251479;0
197.6326469;0
390.1869742;0
188.808657;0
109.4346071;1
627.6967206;0
457.1962999;0
117.6246356;1
165.3262031;0
311.7504962;0
263.3778664;0
120.7318148;0
392.7968997;1
310.1070736;0
207.3187008;1
263.99881;0
552.1655341;0
86.40038761;0
233.8135284;0
591.518783;1
137.1576078;0
362.580029;0
321.7873046;0
297.2958755;0
246.2472537;0
60.95677389;0
491.5436682;0
429.3405392;0
41.31684005;0
297.9557291;0
282.0331044;0
354.0222694;0
165.6056342;0
805.8524806;0
328.876114;0
416.6033959;0
322.0684475;1
77.01523339;0
266.9823111;0
38.08442877;0
34.54207428;1
258.3944591;1
436.3369793;0
53.95961133;0
264.122107;0
318.785359;0
691.7838489;0
353.9571237;0
189.2023287;0
58.06404841;0
291.8398344;0
55.44657519;0
361.2780233;0
263.2927455;0
411.9552055;1
210.5645088;1
383.2939613;0
74.94799332;1
280.402121;1
131.7992994;0
191.2245885;0
121.2943139;1
224.8889085;0
118.5570048;0
143.2217817;0
563.5452653;0
700.4841918;0
138.2174143;0
280.7996273;0
173.2781775;0
289.0912096;0
130.9824501;1
187.9939051;0
380.7825913;0
331.826375;0
350.9566902;0
300.3968721;0
74.26491793;1
328.3660931;0
24.85741598;0
313.8558077;0
387.309855;0
646.5614278;1
14.24730356;1
347.0399496;0
296.2535673;0
298.5179912;0
300.6344913;1
448.8938651;1
418.8140418;0
146.4764707;0
220.1402229;0
58.91296355;1
126.9955376;1
348.6176057;0
194.6837161;0
573.7976155;0
256.8239057;0
207.6027222;0
105.6957106;0
128.4720963;0
424.8155815;1
268.7276539;0
142.8430558;1
565.5855144;0
338.1863226;0
102.9146937;1
259.8548736;0
206.2026785;0
254.2646738;0
177.5038563;0
255.7665373;0
396.5238201;0
221.4375839;0
62.32779596;0
286.3733525;1
201.3421533;0
427.9697788;0
231.0376528;0
41.64261525;0
314.0030312;1
127.8424345;0
307.9898477;0
471.0628722;0
21.60539184;0
172.6104193;1
22.38295714;0
19.13993083;0
469.0752886;0
286.1618884;0
381.0342191;0
417.9925132;1
206.8073763;0
205.7801913;1
361.2160543;0
48.03282362;0
216.6651173;1
244.7916236;0
266.1489807;0
386.7863515;0
343.2245508;1
320.9500724;1
178.0382016;0
310.3466928;0
94.77209319;1
307.7953645;0
454.9098302;1
610.5802731;0
133.0989346;0
351.8891713;0
126.6949146;1
139.6867698;0
226.2948375;0
8.798222044;0
497.622057;0
356.8436832;0
247.4187748;0
46.60641391;0
63.42514616;0
268.3827846;1
145.533218;0
328.2536162;0
61.86226889;1
6.642231217;0
23.63701559;0
284.7435778;0
91.03088867;0
184.1119503;0
502.9594179;0
285.6563249;0
33.01135437;0
257.1254547;0
284.8359693;0
450.1086537;0
358.4708911;1
192.9326142;0
559.4115306;0
340.1304181;0
423.2143415;0
176.6868692;0
102.2787953;0
194.1072635;1
269.4435251;0
166.3193484;0
156.9156318;1
155.609354;0
58.07217202;0
454.3876947;0
112.2909563;1
465.6343612;0
162.4499447;0
67.98645086;0
541.5159171;1
252.7774582;0
178.2227054;0
340.0406595;0
58.66894041;0
334.3167944;0
129.3574427;0
140.648802;1
169.1815476;1
161.3413591;0
110.3511696;0
578.6311732;0
450.6562294;1
263.6380256;0
181.8688508;0
143.7081165;0
195.9551611;0
135.0698699;0
369.6757596;0
166.9310353;0
405.5768774;0
446.908105;0
145.6209345;1
77.0923289;0
599.6885839;0
250.229816;0
404.7940892;1
209.9862087;0
222.652417;0
245.4174043;0
249.3223787;0
160.7523148;0
554.2363625;1
689.7012555;0
289.8868748;0
396.3275113;0
83.51851387;0
151.4172589;1
45.46961856;1
142.9886826;0
39.92867242;0
443.2523146;0
297.9392071;0
365.9852931;0
255.7698534;1
131.21262;0
151.2861921;0
522.2912161;0
423.6056795;1
103.6119851;0
235.5916023;1
73.59798961;0
205.5678281;0
137.6340979;1
514.1048465;0
385.8318923;0
123.4105862;0
418.9853546;0
71.30206126;0
159.2634039;1
74.78477304;0
506.2751747;1
354.7396941;1
204.9938782;1
63.16979142;1
144.3990992;0
63.60681853;0
48.23545912;0
512.3390218;0
148.3658195;0
35.01036153;0
147.538554;0
453.0138539;0
433.2270457;0
136.3865845;1
410.4710677;0
470.3877053;0
176.859107;0
222.8829436;0
157.8727635;0
34.62861845;0
403.0385154;0
409.0690634;0
529.605252;0
324.7672869;0
176.8730854;0
78.71155575;0
394.8821035;0
80.74060181;0
641.602914;0
324.1230109;0
304.9066352;1
103.5765183;1
215.2343111;0
172.6868746;1
217.7370182;1
133.8673975;0
435.7506351;0
366.9721129;0
219.7636417;0
213.1993946;0
159.1121431;0
48.56734602;0
32.62607751;1
2.997813071;1
543.5618036;1
199.7109446;0
308.6108485;0
135.6280074;1
73.82100864;0
441.3191776;0
116.5832495;1
42.43448722;1
603.0634168;0
286.8797801;1
334.148182;0
303.5686323;1
186.6014832;0
1.024892741;0
251.3543416;0
150.4253069;0
101.210235;1
317.3287274;0
177.628218;1
167.4608708;0
178.2870496;1
330.6871056;0
190.9360094;0
262.2879743;1
352.4441129;0
84.37080447;0
202.9932972;0
255.1412639;1
263.9907943;0
449.0204312;0
552.3133932;0
373.2572802;0
116.1009662;0
85.90510477;0
401.1846819;0
265.6680603;0
402.8915118;1
479.039546;1
98.22017464;1
158.0505667;1
47.32606869;0
196.9231299;0
264.9773097;0
197.926685;0
7.585325519;0
181.0450589;0
377.3054889;0
244.1558503;0
97.4850264;0
75.3106726;1
533.4248031;0
419.3706406;0
569.5299096;1
134.1660699;0
373.1478774;0
311.4157635;0
246.5502392;0
148.5811556;1
19.67160188;1
390.5339748;0
337.7625967;0
420.4008158;0
165.1060179;0
62.14202898;0
9.266063017;0
363.7024905;0
251.903072;0
40.79792873;0
282.6314044;0
283.191482;1
486.7322935;0
305.7581253;0
278.0177333;0
204.9880413;0
127.2486758;0
146.8314516;0
521.8110984;0
273.2601855;0
199.1146227;0
159.0563522;0
360.8394408;1
20.5940985;0
24.42730436;1
219.1775018;0
502.723463;0
388.0133925;0
191.1505714;0
165.256628;1
118.2297137;1
113.421257;0
98.47584111;0
178.6739714;0
365.3018572;0
15.73803601;0
437.6950592;0
471.8714174;0
223.4732566;1
228.7941273;1
354.5661349;0
313.6687802;1
492.1509657;0
284.1778218;1
618.0358122;0
75.53586803;0
175.2731314;0
64.97760614;1
118.1256347;0
85.2866193;0
6.63065533;0
139.3322946;0
342.052778;0
285.6071746;0
54.52095375;0
259.0485082;0
487.9530781;0
482.6186934;1
30.19642717;1
375.2889122;0
254.6088721;0
226.1095746;0
135.6406118;1
430.896376;1
33.00003374;0
144.1776293;1
285.2563332;0
281.2881562;0
33.53555176;1
15.65391188;0
216.6953261;0
453.85126;0
58.1168591;0
388.8828989;0
50.97471635;0
197.7930125;1
371.8891039;0
116.5344415;0
167.5667281;0
409.0583699;0
318.7380814;0
271.7328511;0
270.1840062;0
277.2813868;1
70.35408436;0
692.9460499;0
408.2425924;0
88.9171889;0
137.4300784;0
24.22764932;0
182.4261929;0
99.42894766;0
548.8054922;0
269.93687;0
411.7588318;1
271.3518237;0
289.2891127;1
111.3504369;0
486.6768298;0
93.51889297;0
128.9359006;1
355.7208939;1
104.9738715;1
91.12311411;0
75.42238315;0
311.4586984;0
417.9862048;0
508.7551741;0
240.7682173;0
390.9158954;1
280.9552863;0
129.323352;0
55.87579548;0
241.9355253;0
428.1750468;0
98.48796696;1
215.9263747;0
70.42948001;0
173.9699863;0
323.322888;1
470.1283178;0
503.3799723;0
377.6789982;0
101.3016946;0
254.1751312;1
41.595935;0
295.3695457;0
594.9597283;0
204.1880161;0
24.4331569;0
255.3243872;0
178.59868;1
287.8766302;0
120.7599196;0
368.6056231;1
371.1699935;0
38.69248044;0
175.6184558;0
330.9525324;0
41.90161038;0
214.3013974;1
160.6560418;0
610.1047204;0
215.7606342;0
516.7261794;1
283.7128604;0
90.63334268;0
412.1064688;0
302.7280822;0
219.1394315;1
29.22215275;1
234.14257;1
255.0834419;0
217.7425271;1
374.2451608;0
372.4124564;1
100.5221108;1
339.9498903;0
360.8736638;0
243.934392;0
62.11198162;0
261.1815312;0
8.52689072;1
93.39885433;0
211.885719;0
43.25719294;1
371.2555043;0
87.88328228;1
288.038733;0
218.9401927;0
482.0246244;0
1.780059129;0
318.3573632;0
36.46070428;0
429.1693892;0
245.4506769;0
312.3916046;0
5.97589754;0
142.3773206;1
358.1450013;1
413.6876463;1
142.2177638;0
294.2229414;0
383.8442012;0
455.5177416;1
6.108275076;0
303.149244;0
27.16382204;0
427.6401503;0
115.3584474;0
356.5135198;1
202.1326646;0
336.2911358;1
73.418908;1
42.1065703;0
183.7427605;0
299.7721815;1
471.3240676;0
382.9417807;0
407.0144537;0
256.0339654;0
394.3573782;0
54.1670987;1
86.50494569;0
433.4822978;0
189.6992247;0
393.8208948;0
72.03910129;1
55.8759315;0
90.66971926;0
45.11926161;0
204.5269025;1
200;0
201.5101627;0
200.0035473;0
201.5137016;0
200.0070946;0
201.5172406;0
203.0238393;0
204.0264416;0
334.5848568;0
445.9848674;1
137.4272354;0
212.4884225;0
216.6013735;0
394.240639;0
224.6538556;0
209.4631722;0
216.1697962;0
126.1445653;0
198.9002939;0
220.1620142;1
85.11600305;0
140.2061386;0
173.4299602;1
300.6712496;0
17.71516866;0
405.5317113;0
149.089242;0
481.2694951;0
258.703914;0
180.4117137;0
312.7980264;0
206.7501542;0
130.5131972;0
365.5675766;0
223.2908818;1
378.1136704;0
296.7227068;0
142.2459213;1
225.2528239;1
265.556498;1
204.9002167;0
217.7446346;0
12.80532817;0
151.4294165;0
339.820141;1
420.5339896;1
275.9330523;0
235.3449266;0
141.0872552;1
276.956781;0
34.68420832;0
171.6543533;1
269.1707584;0
105.7198706;0
493.5823666;1
453.117851;1
162.6766294;0
169.7610998;0
260.75222;1
169.0094096;1
7.404961039;0
307.0830368;0
109.4561896;1
357.2303823;0
399.7389976;0
284.3215387;0
242.9995078;0
170.054126;0
250.3750633;1
153.9567936;0
301.2921346;1
40.19202553;0
24.73577997;1
265.401091;0
362.2996006;1
286.3655024;0
20.48560988;1
297.6536961;0
20.5512089;1
102.8415513;0
219.3170691;0
125.8965562;1
328.7455609;0
496.7850666;1
336.0134681;0
84.82600633;1
1.966873254;0
3.65368868;1
240.9095266;0
53.33344787;0
260.2362092;0
205.6076967;0
85.78740111;0
313.5095901;0
406.988791;0
331.8828159;1
96.40259997;1
259.4516068;1
68.69672252;0
23.45322836;0
205.850133;0
64.99385678;0
116.231396;0
601.0804644;0
220.0317674;0
222.9190032;0
181.4021848;0
227.6194059;1
156.3023497;0
226.4271667;0
176.463579;0
184.3662337;0
146.7659186;0
498.7842067;0
409.1836848;0
273.8973391;0
274.6654486;0
10.39501737;0
153.6475872;1
12.49292524;1
150.8957038;0
45.98349949;0
8.32927945;0
178.2621144;0
368.8029908;0
552.8390577;0
352.9585398;0
124.9006446;1
184.5640272;1
263.7150052;0
47.91257334;0
207.1832506;1
345.0590691;0
345.4520381;1
37.27410373;0
199.6877579;1
144.7317643;0
48.03697383;0
90.91173861;0
114.4850493;0
140.5535288;0
27.88944153;0
523.4321112;0
122.1051662;0
221.1832858;0
318.676984;0
201.725641;0
137.4533709;0
33.37578;1
153.155093;1
209.8942691;0
200.8695045;1
566.1177286;0
381.1459526;0
319.0131717;1
211.6875073;0
428.4364424;1
175.1109471;1
170.3750411;1
295.6244549;0
179.1633221;0
272.4289406;1
65.90659817;0
294.8289417;0
35.90118556;1
42.47392851;0
369.2245597;0
285.6635377;0
111.3827904;0
111.2174219;0
198.7665941;0
215.4960972;1
531.2497124;1
630.6957894;0
363.497639;1
519.8736189;1
261.861341;0
24.39532402;1
60.34541841;1
82.47595619;0
143.3836755;0
203.7374517;1
599.2632587;0
344.8599782;1
205.508705;1
261.9213989;0
542.6384048;1
506.8078384;0
248.5434085;0
140.6194014;0
216.9685256;0
407.4863601;0
257.8419106;0
157.178331;0
168.367441;0
103.5261163;0
167.3395618;0
194.9455776;0
69.37895763;0
21.32271275;1
370.3525687;0
326.3543154;0
399.5236576;0
482.3918324;1
362.2453857;0
419.2917812;0
204.9722867;1
187.9051278;0
147.572881;1
455.9670862;0
517.4657441;0
167.9961509;0
199.7657729;0
119.1382119;1
288.390589;0
198.4297137;0
278.4863811;1
298.8825164;0
346.9733644;1
344.3702787;0
25.04827321;0
31.51442266;0
157.2729808;0
66.60101721;1
91.85385655;0
214.0776177;0
286.1621762;0
339.527799;0
432.9865278;0
327.3122905;0
105.6554058;0
62.54360502;0
74.3598351;0
257.0389134;0
95.27555153;0
157.2240543;1
561.825058;0
172.4322478;1
168.462954;0
152.7575312;0
345.6609104;1
218.8555119;1
25.44182007;0
516.4039992;0
310.7837292;1
316.4644979;0
15.11089576;1
379.70887;0
167.1990424;0
175.7834888;0
232.4980646;0
317.9121259;1
465.6558456;0
581.2584603;0
386.8434566;0
220.6939078;1
193.4526742;0
290.7437475;0
15.22441945;1
61.93825004;0
263.0183351;0
641.0704652;0
468.865168;0
479.6794638;0
240.7988728;0
246.6727257;0
164.3969977;0
226.515331;1
429.9846431;0
524.006286;0
149.4226718;0
301.5613849;1
262.1771386;0
279.224843;0
101.6388793;0
73.82344146;0
103.7815091;0
353.5420135;1
230.2705698;0
70.75892421;1
69.85227065;0
310.9750959;1
336.2368464;0
293.9300867;0
421.895972;0
528.192781;0
443.4183388;0
421.5116979;0
288.1001825;0
378.3717459;1
171.1642023;0
234.7129254;0
208.8659254;0
230.7757015;0
186.1007464;0
230.8110333;0
138.0794168;0
172.5739422;0
209.039719;0
93.66996982;0
168.2865109;0
243.8822918;0
230.4108227;1
347.5394263;1
209.1066595;0
116.9598243;1
279.7706206;0
145.7386904;0
112.563501;0
80.67233938;0
175.395097;0
238.1295777;1
308.0023019;1
289.7965892;0
338.0853624;0
223.5194604;0
128.39485;0
235.4035271;0
138.1594021;0
237.4068068;0
62.6622298;0
201.0660344;0
43.49927991;0
394.0107248;0
208.1449106;1
70.81575315;0
132.8233412;0
233.7685898;0
267.2912852;0
304.7000301;0
247.127805;0
270.1636381;0
342.6800967;0
360.3309343;0
236.2443272;1
38.2160509;0
209.6631871;1
249.120384;0
241.150163;0
97.36779712;0
120.533754;0
4.921504143;1
225.7385703;0
65.65164359;0
288.0415731;1
131.1988409;0
231.5970156;0
416.0629475;0
102.4492593;0
406.0346049;0
100.6111012;0
157.4111768;0
115.6082357;0
58.76900891;0
10.27543045;0
193.1580032;0
685.2670471;0
345.2235645;0
588.4682256;0
38.34215974;0
110.1378863;0
280.5883149;0
69.58449524;1
81.86841479;1
207.2625113;1
141.0309795;0
421.1458376;1
128.214835;0
599.8025309;0
125.9452424;0
147.0600024;1
341.5856605;0
212.6704404;0
98.95594592;1
444.8825442;0
238.5250132;1
208.1764915;1
99.45337196;1
40.66673217;0
65.55376311;0
188.5946065;0
287.0949258;0
383.406763;1
577.48407;1
469.5248553;0
282.2545856;0
258.8572711;0
160.5399324;0
28.75484899;0
367.5607451;0
81.38088786;1
666.798317;0
73.19082467;1
387.4872598;1
420.2285334;0
343.1503013;0
141.3314087;0
249.16876;0
231.1310633;0
121.2408257;0
511.613654;1
380.6000284;1
17.12172503;0
178.1279312;1
317.503643;1
113.4106757;0
75.29878142;0
98.18905979;0
87.55177937;0
76.4426248;0
201.3575234;0
42.86806932;0
248.0133498;0
199.7962913;1
143.8980044;1
411.0159848;0
483.9858917;0
481.3255011;0
319.3990596;1
356.0047132;1
415.7515018;0
290.6422231;0
87.58557892;1
598.6752624;1
118.529563;1
326.0771818;0
47.07726675;0
78.02263927;0
568.8224151;0
31.49641287;0
125.9976479;1
111.8772161;0
364.3076775;0
649.7688828;0
769.2980633;0
667.4124106;0
227.6950464;0
328.4057638;1
209.0154502;1
215.2874968;0
1.681260678;0
168.3391175;1
159.9030041;0
421.5449917;0
184.861553;1
317.3263764;0
161.5627209;1
509.1154401;0
301.8677813;0
242.4629608;1
271.1779819;1
38.15194018;1
323.0908425;0
708.2530884;0
54.48297803;0
113.4575314;0
249.631213;0
388.4748024;0
38.14863392;0
93.30654421;0
156.6539695;0
525.805869;0
262.7578494;0
79.36459528;0
353.8121002;0
51.91899716;0
217.3795517;0
359.6939928;0
530.8083817;0
315.2995593;1
188.6404947;1
112.7040325;0
699.6673303;0
35.07162055;0
284.1495863;0
411.1557501;0
438.772636;0
336.6208117;1
343.1582911;0
134.2186835;1
341.2207501;0
61.54235285;1
446.4653429;1
33.51913286;0
131.0235972;1
497.9604999;1
235.4191465;0
687.9198862;0
164.6271268;0
627.8373291;0
193.8510716;0
79.55056154;0
385.9020704;1
166.9224735;1
255.8512967;0
75.31193576;1
63.69387947;1
727.5492045;0
184.3572013;0
321.3470842;0
459.7148955;0
212.1102893;0
16.51747029;1
254.2568003;1
35.56288832;0
249.0312263;1
550.98304;0
653.7850846;0
183.20978;1
103.5395853;0
308.2811188;0
208.8376142;0
291.9849914;1
841.3936104;0
253.0701432;0
256.2239203;1
144.1614645;1
140.7008892;0
334.6375548;0
66.90274001;1
106.8122611;0
384.7783805;0
458.7892723;0
251.1654929;0
327.6782501;0
33.57448469;0
131.1907743;0
179.3853771;1
160.8472757;1
263.2829954;0
16.39626011;1
91.85193113;0
573.7015629;0
146.8352203;0
108.2370052;0
313.5114705;0
353.6757085;0
42.85997259;0
576.1104557;0
110.8095765;0
227.3695695;0
102.9936495;1
489.6851236;0
156.279143;1
183.1290271;0
42.63653774;0
619.771432;0
586.0188888;0
93.9419;0
530.3041165;0
