P(fav);Y
0.570193096;0
0.831891471;0
0.650324089;0
0.589429094;0
0.807518909;0
0.802674171;0
0.502756797;0
0.633795623;0
0.514322796;0
0.745685978;0
0.768268655;0
0.537141228;0
0.704060763;1
0.567550913;0
0.733984461;0
0.688068141;0
0.521570774;0
0.874641956;0
0.585299632;1
0.519322243;0
0.531814617;1
0.738584899;0
0.596270605;1
0.520162329;0
0.71014256;0
0.6178952;1
0.751356417;0
0.672440141;0
0.532769029;0
0.769548326;0
0.682204321;0
0.824733659;0
0.582783219;0
0.686598481;1
0.681593867;0
0.771295662;0
0.546157778;0
0.516644785;0
0.545812787;1
0.784830674;0
0.675623316;1
0.600413505;1
0.762238201;0
0.795118349;0
0.702935795;0
0.69566535;0
0.504876892;1
0.580078757;0
0.586951132;0
0.526310258;1
0.746485719;0
0.652258915;0
0.626188878;1
0.604007454;1
0.60599846;1
0.600810324;0
0.755671918;0
0.506325862;0
0.680333904;1
0.812682909;0
0.627392647;0
0.64035685;0
0.625564032;1
0.733180914;0
0.592700519;0
0.58400971;1
0.674667407;0
0.668998635;0
0.652229411;0
0.559014615;0
0.707941754;1
0.742606182;0
0.681116894;0
0.601419719;0
0.591096223;0
0.697601926;0
0.791945696;1
0.545824661;0
0.622058585;0
0.740392576;0
0.758984895;0
0.626982211;0
0.565630676;0
0.722064113;0
0.554272064;0
0.601534077;1
0.674518476;0
0.769925384;1
0.542729721;1
0.588954121;0
0.743986733;0
0.560597828;0
0.685603024;0
0.723939335;0
0.599898246;1
0.619724077;0
0.779866665;0
0.595842195;0
0.79270779;1
0.704362432;1
0.546466097;0
0.642789738;0
0.534008771;1
0.574731637;0
0.57354428;0
0.631555718;0
0.719827504;0
0.509963579;0
0.601800611;0
0.629621601;0
0.592207541;1
0.550460836;1
0.517727363;0
0.699645568;0
0.569946335;0
0.577335547;0
0.68254019;0
0.605607517;1
0.699407882;0
0.851694923;0
0.518806515;1
0.767619641;0
0.563527842;0
0.808467295;0
0.510039884;0
0.607886658;0
0.644131577;1
0.721276086;1
0.507082316;0
0.63442918;0
0.688100881;0
0.788815282;0
0.54971295;0
0.525410748;0
0.560282255;0
0.556300061;1
0.827433784;0
0.660446733;0
0.72981437;0
0.726187043;0
0.569377781;0
0.637061957;0
0.726788235;1
0.72247159;0
0.631619301;0
0.656202044;0
0.554919293;0
0.603772431;1
0.632152286;0
0.576580112;1
0.641569024;0
0.702870893;0
0.725991871;1
0.535624424;0
0.554646669;1
0.623967942;1
0.797935234;0
0.843029772;0
0.676520541;1
0.723455557;1
0.509612722;0
0.748307493;1
0.558341719;0
0.585850832;0
0.657676203;0
0.573275615;1
0.674929308;0
0.665622551;0
0.559275242;0
0.553657859;0
0.691799588;1
0.794216453;0
0.577973886;1
0.569694455;0
0.750709466;0
0.569957518;1
0.596179038;0
0.808187559;0
0.614720775;0
0.842537959;0
0.67350595;1
0.530965176;0
0.66869844;0
0.562151719;1
0.50322567;0
0.645371853;0
0.509002237;1
0.57188894;1
0.781220537;1
0.604144595;0
0.827807883;0
0.503870646;0
0.570447249;0
0.505829481;0
0.60831126;0
0.792121832;0
0.801857061;0
0.597598943;1
0.579144406;0
0.562014907;1
0.553406867;1
0.604928453;0
0.514975058;0
0.508107735;0
0.614400048;0
0.582793576;0
0.575860022;0
0.603678995;0
0.706607523;0
0.597562745;0
0.605152924;0
0.66352893;0
0.673122373;0
0.683665858;1
0.593694565;1
0.675427054;0
0.817489377;0
0.620107734;0
0.515032872;1
0.701716095;1
0.749596355;0
0.538820525;0
0.620030529;0
0.627855201;0
0.50744509;0
0.546463966;0
0.511642369;0
0.552157967;0
0.624320444;0
0.51992771;1
0.784479331;1
0.745303647;1
0.589607112;1
0.67375551;0
0.689909556;0
0.688325656;0
0.533918104;1
0.592904243;0
0.728786701;1
0.566365697;0
0.762389659;0
0.514853745;0
0.682996475;0
0.535737595;1
0.612731346;0
0.735527513;0
0.612619669;0
0.525625907;0
0.663343931;0
0.610052465;0
0.650703925;0
0.54678283;0
0.626949104;1
0.596285642;0
0.647244887;1
0.56708016;1
0.70635951;1
0.59466167;0
0.618827263;0
0.669724623;0
0.630018549;1
0.677325988;0
0.590166556;0
0.681251032;0
0.603667743;1
0.691920159;0
0.600393766;0
0.641066521;0
0.642969298;1
0.710375957;1
0.719374267;0
0.585726324;0
0.655919096;0
0.617537443;0
0.62121684;1
0.71300272;0
0.698585585;0
0.562511716;0
0.505431739;0
0.805316837;0
0.619724989;0
0.680766628;0
0.696122911;0
0.59750843;0
0.500416184;0
0.762519462;0
0.644183818;0
0.521806813;0
0.692557861;1
0.514694767;0
0.721150914;0
0.747552232;0
0.634549018;1
0.5689871;0
0.772309052;0
0.535729435;0
0.512359808;0
0.705941526;1
0.706635171;0
0.610745566;1
0.505440499;0
0.550104824;0
0.745043049;0
0.688506875;0
0.695309553;1
0.504585543;0
0.607925112;0
0.836985634;0
0.561867929;0
0.71089702;1
0.679554404;0
0.581905235;1
0.516441591;0
0.575931001;0
0.687298588;1
0.635379256;0
0.579869796;0
0.541587392;1
0.756389505;1
0.535659446;1
0.522898909;1
0.545794631;1
0.692479571;0
0.635085327;0
0.779807839;0
0.66641834;0
0.60096001;0
0.742257567;0
0.554814835;1
0.744930242;0
0.742539317;1
0.593831399;0
0.558244799;0
0.658881833;0
0.720264305;1
0.527598673;0
0.540208435;0
0.668802175;0
0.55249255;1
0.549712245;0
0.694810454;0
0.736464269;0
0.57428155;0
0.703144761;0
0.781497546;0
0.669714944;0
0.610814828;0
0.58983134;0
0.526190751;1
0.679381765;0
0.57377117;0
0.62972321;1
0.556035162;1
0.684926826;1
0.508019744;0
0.611234466;0
0.637262362;0
0.747898076;0
0.729473557;0
0.562538351;0
0.568768818;0
0.624583678;0
0.513982382;1
0.552983646;1
0.784084898;1
0.508538333;0
0.551901067;0
0.531928466;1
0.675249004;1
0.827710014;0
0.506829896;0
0.556150976;0
0.555189634;0
0.641939341;0
0.603043894;0
0.620948279;0
0.515895029;1
0.697458704;0
0.763005102;1
0.793602784;0
0.514960147;0
0.652964371;1
0.787426606;1
0.519490011;0
0.854669978;0
0.586541751;1
0.68584403;0
0.638217389;1
0.56826926;0
0.50304624;0
0.633959453;1
0.532132064;0
0.685457978;0
0.521063605;0
0.508616814;1
0.571960242;1
0.538353151;0
0.671676636;0
0.686862129;0
0.606179378;1
0.697077268;0
0.634661472;0
0.667575912;0
0.660340978;0
0.841350893;0
0.637333482;1
0.804700149;0
0.618958427;0
0.724071968;0
0.550608737;0
0.616512587;1
0.581233587;1
0.536907841;1
0.557238147;1
0.615618011;1
0.818329366;0
0.696004448;0
0.834147584;0
0.588052195;0
0.683597218;0
0.688732776;0
0.503350274;0
0.65730694;1
0.767805599;0
0.64955285;0
0.589872113;0
0.643837093;0
0.702605458;0
0.561686611;0
0.517810101;0
0.521325697;0
0.516830846;1
0.645928134;0
0.539327037;0
0.568102775;0
0.609010509;0
0.749594714;1
0.81230301;0
0.620199325;0
0.536639156;0
0.644700541;1
0.586474266;1
0.715725885;0
0.62992426;0
0.723383689;0
0.782300046;0
0.634941053;1
0.619952008;0
0.670117854;0
0.504061736;0
0.548315224;0
0.516364921;0
0.686868972;1
0.590357534;0
0.517387392;0
0.634431755;1
0.738246044;0
0.583068061;0
0.596145696;1
0.812727775;0
0.563422994;0
0.529196873;1
0.501668847;1
0.789149548;0
0.566495499;0
0.531527271;0
0.832226394;0
0.620055609;0
0.683516219;1
0.607615707;0
0.648262039;1
0.691392016;0
0.660721822;0
0.622459331;0
0.623346155;0
0.624819914;0
0.624230072;0
0.625111092;1
0.624817852;0
0.623937937;0
0.564823398;1
0.698202311;1
0.523226919;0
0.697512203;0
0.647610717;1
0.627480966;1
0.605550164;0
0.696973842;1
0.619696656;1
0.630273964;1
0.630303134;0
0.582150769;1
0.671315907;0
0.650352714;0
0.599255732;0
0.69571567;0
0.581353038;1
0.743228436;0
0.542799918;0
0.641281213;0
0.706809514;0
0.665110986;0
0.685501478;0
0.718283478;0
0.611354949;0
0.580905264;0
0.594398169;0
0.566394647;0
0.502482051;0
0.606811122;0
0.637972495;0
0.577477581;0
0.731570188;0
0.759056508;0
0.649782602;0
0.749934751;0
0.631731154;1
0.703693728;0
0.729206943;0
0.583813618;1
0.651899802;0
0.704157304;1
0.558691238;0
0.616548898;0
0.598888903;0
0.529536607;0
0.608626956;1
0.597787189;0
0.62131479;0
0.646699517;0
0.707828195;1
0.764196222;1
0.71698241;0
0.703497619;1
0.656835173;0
0.544505635;1
0.580037812;1
0.73694026;0
0.52667949;1
0.695579178;1
0.662901238;1
0.635252143;0
0.611760601;0
0.706893932;1
0.641885497;0
0.548318583;0
0.508764204;0
0.550593273;0
0.614263391;0
0.598351788;1
0.605211513;0
0.647785358;0
0.742905686;1
0.593770151;1
0.719239865;0
0.524661596;0
0.583487968;0
0.617292245;0
0.7835469;0
0.547796314;0
0.722929444;0
0.539967832;0
0.674336735;1
0.770203381;1
0.621961977;0
0.619065551;1
0.652779838;0
0.611070814;1
0.628673596;0
0.61226672;1
0.614201357;0
0.597367469;0
0.640154527;0
0.505568423;0
0.624595758;0
0.508211735;0
0.679748878;1
0.620519907;0
0.580923473;0
0.73512757;0
0.637592919;0
0.644171143;0
0.6298645;1
0.554733894;0
0.580452525;0
0.787727879;0
0.526854331;0
0.750098935;0
0.708301096;0
0.645932923;0
0.516047859;1
0.651793243;1
0.50054674;0
0.619105231;0
0.714770428;0
0.67197411;1
0.505174286;0
0.523750893;0
0.627714076;1
0.624899406;0
0.742293195;0
0.661846851;1
0.562633754;0
0.74902734;0
0.553814373;0
0.595480055;0
0.549259865;0
0.750114057;1
0.59539283;1
0.784251444;0
0.552006443;0
0.784246541;0
0.702692376;1
0.516360138;0
0.512586832;1
0.551499296;0
0.736212537;0
0.670264904;0
0.718412195;1
0.528284488;0
0.607502639;0
0.543079266;1
0.504788551;1
0.742680944;0
0.516593278;0
0.759422359;0
0.635321097;1
0.659978545;1
0.630231025;1
0.756922294;0
0.551451534;0
0.50126242;0
0.678440891;0
0.517695667;0
0.622734219;0
0.519364861;0
0.717908342;1
0.579838253;1
0.69710373;1
0.740514038;0
0.585788031;0
0.615511369;0
0.6917368;0
0.556333687;0
0.681879548;0
0.536035332;1
0.749254532;0
0.532246559;0
0.640881008;1
0.67766761;0
0.640610708;0
0.755087944;0
0.618749474;0
0.596557254;0
0.727755348;0
0.672329444;0
0.715005585;0
0.759886236;0
0.603167668;0
0.721260192;1
0.723539185;1
0.616492572;0
0.607060253;0
0.631679954;0
0.62075245;0
0.60740677;0
0.659465808;1
0.612760222;0
0.646730718;0
0.787841604;0
0.57665857;1
0.649446389;0
0.560814257;0
0.756490739;0
0.536929617;0
0.713381042;0
0.560868643;0
0.507149753;0
0.525967414;0
0.59338383;0
0.608875894;0
0.65869836;1
0.744100941;1
0.771137497;0
0.769754779;0
0.77284971;0
0.680233886;0
0.630402867;0
0.522467093;0
0.50781459;0
0.512314367;0
0.831651682;0
0.593060285;0
0.612806072;0
0.721360459;0
0.515772566;0
0.629146411;0
0.606455856;0
0.605382489;1
0.624505591;0
0.700477855;0
0.729720279;1
0.783510463;0
0.58002564;0
0.610940348;1
0.530234845;0
0.698812042;1
0.628164369;0
0.692463302;0
0.675421465;0
0.588725445;1
0.685981237;0
0.599437496;0
0.514105892;0
0.783040227;0
0.579739991;1
0.523859012;0
0.768144688;0
0.599006434;0
0.816406721;0
0.584748619;0
0.630126579;1
0.712794108;1
0.761695951;1
0.709211688;0
0.577561039;1
0.682599422;0
0.74302171;0
0.792250671;0
0.596277796;0
0.789406167;0
0.564993483;0
0.5299057;0
0.71457384;0
0.677777748;0
0.558018816;0
0.615400183;0
0.634056474;0
0.741116045;0
0.681850598;1
0.678427246;0
0.559382135;0
0.734992669;1
0.520217504;0
0.639992499;1
0.62257546;0
0.636551153;0
0.607962626;0
0.657798981;0
0.618258378;0
0.623878068;0
0.595761742;0
0.618149943;1
0.584391832;1
0.625392654;0
0.64542249;0
0.677119508;0
0.672938598;0
0.593972336;1
0.61121878;1
0.672748753;0
0.582055467;1
0.65991544;0
0.670044867;1
0.631354226;1
0.601772501;0
0.556098832;0
0.653359165;0
0.623339784;0
0.678930569;1
0.631197873;0
0.702300248;0
0.636530997;0
0.647646437;0
0.616302403;0
0.65550624;1
0.632252439;0
0.691009786;0
0.59747999;0
0.708489908;0
0.559249058;0
0.665136764;0
0.626873536;1
0.69190775;1
0.58152872;0
0.626400379;0
0.663692932;0
0.568572781;1
0.643939943;0
0.623759698;1
0.676241087;0
0.638018981;1
0.605015767;0
0.646742714;0
0.711721545;0
0.544118288;0
0.694466207;0
0.745396775;0
0.584847963;0
0.746087909;0
0.504146075;0
0.543592153;1
0.66090663;0
0.575426289;0
0.676893035;0
0.666973802;0
0.812140448;0
0.534234503;0
0.552490069;0
0.737010673;0
0.549127783;0
0.651285878;0
0.563246434;0
0.590366605;0
0.692028002;0
0.777302301;0
0.500890368;0
0.523542856;0
0.527862377;0
0.608474115;0
0.694285975;1
0.722616511;0
0.624653216;1
0.6434144;0
0.772150691;0
0.632612836;0
0.541885287;0
0.554765518;1
0.726553003;1
0.648222121;0
0.716164664;0
0.557393354;0
0.588954293;0
0.502890086;0
0.516381872;0
0.59495719;1
0.781892856;1
0.707051299;0
0.708336408;0
0.659111679;0
0.629336596;0
0.632357792;1
0.688660435;0
0.747831752;0
0.649422882;1
0.639959807;0
0.812504918;0
0.609883183;0
0.562679856;0
0.760639825;0
0.536421911;0
0.628331941;1
0.560403099;0
0.643876226;0
0.79965634;1
0.695007021;1
0.546854671;0
0.556893725;0
0.615484554;0
0.580898758;0
0.762314318;0
0.72339346;0
0.583514152;0
0.598388734;0
0.764966985;0
0.515342303;0
0.687036642;0
0.586842922;1
0.690435351;0
0.501978971;0
0.630109241;0
0.574034601;1
0.574345289;0
0.821602298;0
0.565209721;0
0.508082666;0
0.763001335;0
0.714370378;0
0.640569938;0
0.634818866;1
0.788591951;0
0.612146008;1
0.524182304;1
0.784694009;0
0.551898627;1
0.678246527;0
0.638950485;1
0.684787919;1
0.562870022;1
0.727589412;0
0.622755266;0
0.672674811;0
0.754667185;0
0.509033129;0
0.8031016;0
0.518998341;0
0.514204423;0
0.715400015;0
0.612476416;0
0.628826973;1
0.742129915;0
0.706699393;0
0.599085341;0
0.519288429;1
0.514647652;0
0.771741443;0
0.722709932;1
0.682491895;1
0.581556608;0
0.713660376;0
0.669062963;0
0.725591164;0
0.510418845;0
0.688967709;1
0.600678628;0
0.596805753;0
0.744071603;0
0.587244764;0
0.563724107;0
0.553493818;0
0.651670722;0
0.522685876;1
0.538466299;0
0.761480638;1
0.763485066;0
0.841868359;1
0.509583638;0
0.741395742;0
0.679019103;0
0.712981297;0
0.57473582;0
0.569171139;0
0.829897008;0
0.659374475;1
0.552664268;0
0.636805165;0
0.696562337;0
0.754523667;0
0.550514387;1
0.687060824;0
0.50836112;0
0.518605393;0
0.691981457;1
0.610933748;1
0.597162654;0
0.825350207;0
0.555783696;1
0.792965786;0
0.561856;1
0.738742177;0
0.500694457;0
0.856081316;0
0.56045326;1
0.699635231;0
0.735740043;0
0.630213723;0
0.544897734;0
0.627226077;0
0.817361108;0
0.581705847;0
0.588379612;0
0.60413452;0
0.565288994;0
0.520707252;0
0.593620205;0
0.713489407;0
0.662766717;0
0.799710286;0
0.729635022;0
0.700575801;0
0.727606951;0
0.509775335;0
0.67452198;0
0.696345539;0
0.684854198;0
0.682791182;1
0.616571582;1
0.592388232;1
0.64363544;1
0.797719383;1
0.672554013;0
0.708352161;0
0.522177126;1
0.547751784;0
0.647602459;0
0.830680583;0
0.642158755;0
0.802199201;1
0.515883046;1
0.663506782;1
0.671278096;0
0.6752721;0
0.500294097;1
0.59554735;0
0.820957694;0
0.709250163;0
0.573511993;0
0.512262267;1
0.667184952;1
0.679068258;0
0.751918238;0
0.556617117;0
0.668248504;0
0.66140791;1
0.538137243;0
0.778844037;0
0.531906189;0
0.61499587;0
0.585200552;1
0.625059732;0
0.636414231;0
0.562435521;1
0.527878222;0
0.545506211;0
0.564763244;0
0.636658784;0
0.710905709;0
0.847618065;0
0.524373888;1
0.578928524;0
0.684783982;0
0.591255956;0
0.726941931;0
0.503752161;0
0.74040375;1
0.836673124;0
0.549806046;1
0.528369451;0
0.814967581;0
0.763391031;1
0.646185436;1
0.621691542;0
0.669088754;0
0.515136594;0
0.606949892;1
0.668793064;0
0.58635653;1
0.665634462;1
0.814134088;0
0.628748838;0
0.531167928;0
0.679352501;0
0.800778849;0
0.508924263;0
0.742155034;0
0.661927387;1
0.647408121;0
0.523656721;1
0.750782339;0
0.718902889;1
0.627452344;1
0.770934566;1
0.569998149;1
0.71711522;0
0.556604409;0
0.643320835;1
0.528553865;0
0.771865645;0
0.842371908;0
0.515698861;1
0.765534661;0
0.589537879;1
0.677786763;0
0.522082702;0
0.578890702;1
0.719832442;0
0.606999446;1
0.565508703;0
0.797448716;0
0.726999275;1
0.623092541;0
0.768765845;0
0.62176019;0
0.622173071;1
0.653879409;0
0.785448074;1
0.646825931;1
0.634298459;0
0.768893825;0
0.681304376;0
0.515245242;1
0.672605009;1
0.50003541;0
0.757833084;1
0.783638909;0
0.577700487;0
0.534775889;0
0.59185012;0
0.685175712;0
0.704566215;0
0.724062079;1
0.581625607;0
0.514461589;1
0.504961057;0
0.506559575;0
0.530399325;0
0.837299926;0
0.878069785;0
0.589244413;1
0.676206017;1
0.553740722;0
0.670019673;1
0.637573603;1
0.568434927;1
0.642257279;0
0.756811096;0
0.636487084;1
0.623203058;0
0.637990607;0
0.638840224;0
0.612593558;0
0.745022268;0
0.65560013;0
0.830953469;0
0.578838693;0
0.66844033;0
0.73675355;0
0.527346063;0
0.625276337;0
0.54075323;1
0.771249299;0
0.587144392;1
0.526284625;0
0.541467913;0
0.603880197;1
0.676470288;0
0.748083265;0
0.606579943;0
0.557307324;1
0.526146691;1
0.629472211;0
0.722667306;0
0.730884922;0
0.688755169;0
0.556479647;0
0.728333538;1
0.553377662;1
0.704093423;0
0.730803538;0
0.632162642;0
0.522925459;0
0.516970082;0
0.507515876;0
0.785951666;0
0.559311931;0
0.740429898;1
0.716206489;0
0.5692768;0
0.625883539;0
0.692708571;0
0.509413187;0
0.577755827;1
0.668718251;0
0.78938994;0
0.664401651;0
0.712615008;0
0.570750043;0
0.600568003;0
0.732257164;0
0.761277601;1
0.704089776;0
0.750870277;1
0.828322852;0
0.615198114;0
0.604483301;1
0.705384181;0
0.547554732;1
0.601476849;1
0.661604174;0
0.591103371;0
0.676061443;0
0.658511932;0
0.600269116;0
0.581171113;0
0.631049536;0
0.63430839;1
0.556450069;0
0.755070083;0
0.740389182;0
0.66660166;0
0.697669536;0
0.787440079;0
0.753549623;1
0.556733282;1
0.704231977;1
0.705099263;1
0.526862854;1
0.715342149;1
0.510196757;0
0.68583542;0
0.594508825;0
0.575661885;0
0.507126885;0
0.58144061;1
0.617556426;0
0.555001506;1
0.689465639;0
0.743038155;0
0.783391753;1
0.557026677;0
0.603725883;1
0.779397398;0
0.777150299;1
0.681952793;0
0.681334646;1
0.518052906;0
0.732231882;0
0.565576854;0
0.52761271;0
0.713613831;0
0.616247459;0
0.533768248;1
0.571942998;0
0.515008762;0
0.719469832;0
0.589131971;1
0.638384167;0
0.558372889;0
0.7188438;1
0.715200193;0
0.66780649;1
0.598751019;1
0.759721504;0
0.500364904;1
0.784520631;0
0.578872078;0
0.594299743;0
0.634502227;0
0.670799727;0
0.541371269;1
0.580307928;0
0.734522379;0
0.651222409;0
0.561622184;1
0.670656909;1
0.627851555;1
0.567648129;1
0.755723792;0
0.680784878;0
0.633713237;0
0.587634415;0
0.672171179;0
0.818991291;0
0.647478243;1
0.62871169;1
0.578228667;1
0.679227919;1
0.712566649;0
0.741729217;0
0.506859769;1
0.649808677;0
0.532147463;1
0.766261717;1
0.520170451;1
0.530892766;0
0.776812196;1
0.554520381;1
0.698271929;1
0.691691988;0
0.554901777;0
0.627554243;0
0.733508477;0
0.532359721;0
0.750250741;1
0.682169633;0
0.57181453;1
0.558453849;0
0.679842145;0
0.502933705;0
0.714579345;1
0.742425048;0
0.588546383;0
0.778551712;0
0.71884804;0
0.690874809;0
0.556883125;0
0.73224962;0
0.779552405;0
0.683238312;0
0.545770515;0
0.762370219;0
0.501045835;0
0.8108214;0
0.601516624;0
0.523206767;1
0.539693597;0
0.633248938;0
0.543217026;0
0.504578797;0
0.53274537;1
0.685428088;0
0.625283589;0
0.628331649;1
0.697299211;1
0.861141918;0
0.708607577;0
0.665753811;0
0.633558093;0
0.658847649;0
0.559354215;1
0.789958037;0
0.782656029;0
0.715412902;1
0.724637861;0
0.519201526;0
0.580270138;0
0.669091613;0
0.595224954;1
0.675590456;0
0.590388916;0
0.797304986;0
0.790923499;0
0.54085335;0
0.571102012;0
0.597365981;0
0.532358591;1
0.576112668;0
0.670673961;1
0.678814166;1
0.56530543;0
0.702833081;0
0.74462453;0
0.705448317;0
0.528036071;1
0.650601345;1
0.644100356;0
0.551169943;0
0.630088041;0
0.710489577;1
0.859420693;0
0.6426035;0
0.623906194;0
0.641351395;1
0.692266582;0
0.683184019;1
0.501258515;1
0.720122409;0
0.608520644;0
0.787707742;0
0.614683839;0
0.505426569;0
0.65888716;1
0.580700847;0
0.665611156;0
0.539312828;0
0.757118527;0
0.582883217;0
0.722005309;0
0.648022501;1
0.713386351;1
0.741417203;0
0.722093365;0
0.722473828;0
0.653661427;1
0.578249094;1
0.500740222;0
0.556749946;0
0.822428862;0
0.524356851;1
0.519896921;1
0.685769395;1
0.62642524;1
0.611313529;1
0.65558219;0
0.614198776;0
0.728543131;1
0.622483708;1
0.771409797;0
0.784531041;0
0.729067085;1
0.683216976;1
0.576450035;0
0.73238188;1
0.619214489;1
0.723074181;1
0.822274391;1
0.502838872;0
0.568082056;0
0.676091563;1
0.792243582;0
0.792223246;1
0.561985561;0
0.677176814;1
0.700044582;1
0.549722746;0
0.637038329;1
0.75892506;1
0.511271066;0
0.609765583;0
0.512815188;0
0.692368744;0
0.660615514;0
0.650406424;0
0.54543231;0
0.759709784;1
0.673422014;0
0.545138807;1
0.572512478;1
0.544285379;1
0.741408411;0
0.79985164;0
0.616116741;0
0.740291027;1
0.692155102;1
0.590077599;0
0.879782321;0
0.72932199;1
0.687546746;1
0.683874886;0
0.689553392;0
0.6087672;1
0.651290333;0
0.520876689;0
0.525043027;0
0.719771197;0
0.724045462;0
0.649196212;1
0.643619351;1
0.67130769;1
0.595504256;0
0.592389865;0
0.613748928;0
0.596081046;0
0.524864032;0
0.797522665;0
0.658863334;0
0.739548534;0
0.736540944;1
0.730023133;1
0.550146317;0
0.59768944;0
0.635901884;1
0.656738439;0
0.549475466;1
0.571455614;0
0.799328738;0
0.510127382;1
0.681555536;1
0.619158171;0
0.593192861;0
0.56029821;1
0.759732856;0
0.775468686;0
0.792464287;1
0.766599179;1
0.643728315;0
0.577773331;0
0.503131866;1
0.726675187;0
0.629799325;0
0.599935157;0
0.689255775;0
0.609441722;0
0.555692439;1
0.778778481;0
0.568255698;0
0.633380722;0
0.58544594;1
0.69253229;0
0.502474175;0
0.599225339;1
0.67811813;0
0.774527593;1
0.508042107;0
0.547532773;0
0.554708141;0
0.620172674;0
0.500809478;0
0.568224023;0
0.743810535;1
0.647308053;1
0.501780781;0
0.717524542;1
0.749808438;1
0.777877615;0
0.520349044;0
0.73799094;0
0.757637075;0
0.730882118;0
0.593182648;0
0.663091474;0
0.690383301;0
0.627417361;1
0.601334324;0
0.586947322;1
0.523357343;0
0.556125507;0
0.680543178;1
0.759407809;1
0.648621874;0
0.523783021;1
0.59769611;0
0.584568061;0
0.749605943;0
0.815647481;0
0.780229169;0
0.557692641;0
0.540539894;1
0.560166985;0
0.748644638;0
0.709262464;0
0.63765601;0
0.519072387;0
0.696201115;1
0.672643141;0
0.513061858;1
0.620085483;0
0.647361974;0
0.648708047;0
0.789696886;1
0.583195857;1
0.510362078;1
0.59338206;0
0.609678427;0
0.801229687;0
0.750663757;0
0.620713051;0
0.64186756;0
0.599592994;0
0.684708672;0
0.570145769;1
0.613912455;0
0.770952443;1
0.546287665;0
0.568448508;1
0.561834856;0
0.707437477;0
0.500740022;0
0.5401326;0
0.550880001;1
0.624074007;0
0.763439008;0
0.684230342;0
0.560320385;0
0.660228652;0
0.562361673;1
0.656692064;0
0.678323865;0
0.705983355;1
0.627611617;0
0.66962232;0
0.634031666;1
0.761177087;0
0.691657333;0
0.7615936;0
0.632151355;0
0.666947973;1
0.514266987;0
0.598846421;0
0.502887614;0
0.502715563;0
0.762601971;0
0.704105139;0
0.641913867;1
0.725227427;0
0.613117296;0
0.554837359;1
0.673798096;0
0.569628227;1
0.720197441;0
0.820363276;1
0.72786804;0
0.753417101;0
0.626994064;0
0.695294166;1
0.601254113;1
0.523214832;0
0.545277699;1
0.63078851;0
0.524176719;0
0.616599595;0
0.724341137;0
0.61912537;0
0.594150527;0
0.765650566;0
0.509099742;1
0.595281469;0
0.561804884;0
0.67210834;0
0.81608634;0
0.712881767;0
0.653827889;0
0.66079726;0
0.714158588;0
0.75687527;0
0.56223851;0
0.651601363;0
0.649234498;0
0.717367784;0
0.5786788;1
0.566612502;0
0.62633584;1
0.621240995;0
0.75724632;0
0.710810155;0
0.520448235;0
0.695711639;0
0.724583486;0
0.845655091;0
0.502242511;0
0.69269421;1
0.729361386;1
0.732669319;1
0.520060006;0
0.674493659;0
0.569518743;0
0.504721515;0
0.728363943;0
0.548633877;0
0.685455732;0
0.575479415;0
0.786089481;0
0.748039428;0
0.683677465;1
0.57657404;0
0.557029269;1
0.766263777;1
0.54577392;0
0.841841451;1
0.682669666;1
0.519394853;0
0.642363135;0
0.584616819;0
0.703480935;0
0.708499389;1
0.515626009;0
0.58389233;1
0.708388006;0
0.801480128;0
0.582984677;1
0.808327579;1
0.621428625;1
0.677136092;0
0.608540165;0
0.712325493;0
0.698876856;1
0.535247691;0
0.677663196;0
0.669066276;0
0.615970371;0
0.584541012;0
0.569157515;0
0.653714071;1
0.741815797;0
0.709977262;0
0.696361427;0
0.536287666;0
0.573628841;1
0.780380338;0
0.673673912;1
0.788510665;0
0.520100282;0
0.587912208;0
0.707311893;0
0.658453145;1
0.694543623;0
0.613569654;0
0.613546552;0
0.643742797;1
0.751678661;0
0.631548651;1
0.788152425;0
0.695367878;0
0.554094422;0
0.680324314;1
0.686390099;1
0.556945587;0
0.739564281;0
0.774773669;0
0.733456917;0
0.582454368;1
0.718684701;0
0.639707036;0
0.665032111;0
0.638016649;1
0.634003656;0
0.665765508;1
0.623715811;0
0.511155052;0
0.758824069;1
0.654682802;0
0.709151896;1
0.651793214;0
0.565002212;1
0.655627104;0
0.631796448;1
0.50127411;0
0.676201134;0
0.622099007;1
0.656440763;0
0.611457521;0
0.513736251;1
0.717045787;0
0.685245419;0
0.769558612;0
0.676189728;1
0.505395317;1
0.777473816;1
0.581410903;0
0.749687239;0
0.516277636;0
0.799936677;0
0.686845194;0
0.573579341;1
0.504347332;0
0.572601755;0
0.520824385;0
0.752996422;0
0.590256649;0
0.745202173;0
0.629249426;1
0.659876418;1
0.709346796;1
0.64386746;0
0.670443433;0
0.749694029;1
0.519046661;1
0.799058857;0
0.632866177;0
0.801437648;0
0.509912769;0
0.666390235;0
0.576125749;0
0.667745506;0
0.649372376;1
0.645681421;0
0.618908124;0
0.504457103;0
0.797757916;0
0.697491244;0
0.512000914;1
0.718857569;1
0.701304717;0
0.616918366;0
0.554414329;1
0.634114735;1
0.566591167;1
0.529062939;0
0.595961563;0
0.726005563;1
0.620823913;0
0.638330943;0
0.549856531;1
0.671565416;0
0.677150957;0
0.746734037;1
0.669438769;1
0.769032181;0
0.615731902;0
