P(fav);avg;Y
0.611422532;2204.87;0
0.547131861;2198.96;1
0.578958302;2141.33;1
0.809262697;2142.37;1
0.638449243;2029.51;0
0.670030507;2112.86;1
0.655471376;2214.16;0
0.500331313;2406;1
0.628400917;2249.9;0
0.751438947;2130.06;0
0.660288827;2011.43;0
0.799221871;2305.16;1
0.679932373;2105.25;1
0.765973737;2263.94;0
0.592198199;2108.54;0
0.614871781;2065.4;0
0.757999499;2193.96;0
0.746415278;2154.13;0
0.804371509;2279.54;0
0.521983236;2196.64;1
0.636337271;2130.11;1
0.56136661;2146.26;0
0.757075971;2092.93;0
0.582981167;2095.49;0
0.670524138;2150.44;1
0.614257527;2173.88;0
0.628741421;2231.52;0
0.866796597;2254.69;0
0.531227516;2256.47;0
0.641414225;2233.97;1
0.524995937;2223.23;0
0.624050629;2155.46;0
0.710338677;2047.97;0
0.778285804;2128.46;0
0.609048431;2062.59;1
0.796735715;2142.24;0
0.720446535;2179.26;1
0.715149058;2176.32;0
0.563519425;2102.76;1
0.6105149;2484.45;0
0.811273772;2242.82;1
0.698937342;2119.52;1
0.723027162;2189.96;0
0.862957168;2257.81;0
0.608810823;2163.36;1
0.601137402;2216.05;0
0.788728727;2103.02;1
0.558266768;2295.02;0
0.624085354;2177.27;1
0.598094745;2207.3;0
0.528428472;2287.2;0
0.655913457;2185.19;0
0.680451856;2010.19;0
0.849728546;2230.42;0
0.615498904;2038.42;0
0.741494501;2220.01;0
0.804741744;2289.58;1
0.688285655;2223.37;0
0.509079312;2382.96;1
0.627571545;2066.78;0
0.745433023;2167.78;0
0.58662492;2081.89;0
0.783550433;2087.47;1
0.544689465;2136.67;0
0.660778936;2166.38;0
0.787669605;2400.58;0
0.761918513;2044.31;0
0.583933185;2327.53;0
0.630539435;2122.9;0
0.63166103;2214.13;1
0.531109188;2304.06;0
0.751408153;2075.94;1
0.872457733;2275.79;0
0.765391029;2165.39;0
0.715150215;2172.23;1
0.568147495;2056.39;0
0.723562823;2182.34;0
0.600509194;2330.2;0
0.606315529;2049.91;0
0.779930686;2367.61;0
0.762874956;2105.2;0
0.675354909;2025.41;1
0.781089749;2285.49;0
0.587667649;2137.45;0
0.574896136;2341.57;0
0.582770212;2204.6;1
0.824756832;2111.65;0
0.670768515;2193.28;0
0.504938125;2134.65;0
0.539064786;2254.14;0
0.64660463;2167.48;1
0.770193594;2122.93;0
0.739042318;2144.65;1
0.811560511;2295.26;0
0.6199668;2064.29;1
0.845879629;2335.5;0
0.578039362;2026.76;0
0.553354167;2274.2;0
0.767620035;2195.69;0
0.680974831;2287.85;1
0.771776187;2062.69;1
0.631524248;2113.66;0
0.629817122;2156.33;0
0.672988859;2254.98;0
0.74428886;2311.35;0
0.712072424;2250.58;0
0.512707876;2156;0
0.72357999;2081.83;0
0.583055108;2287.18;0
0.540618564;2056.97;1
0.605048249;2172.42;0
0.779022483;2219.82;0
0.797756102;2149.1;0
0.558997211;2145.06;1
0.644658745;2114.88;0
0.61606634;2267.54;0
0.722579802;2125.17;0
0.686097254;1999.65;1
0.706044144;2126.13;0
0.595422748;2030.31;0
0.690747272;2232.63;0
0.580401146;2305.73;1
0.855517929;2274.83;0
0.556004769;2197.91;1
0.590334649;2273.94;0
0.512111108;2122.4;1
0.814378958;2184.91;1
0.534604096;2165.12;0
0.726468383;2200.48;1
0.664913695;2035.28;0
0.63811105;2105.75;0
0.548873693;2322.59;0
0.645778631;2241.2;0
0.520408366;2138.75;1
0.726692494;2076.73;1
0.573233231;2098.41;0
0.770076907;2371.41;0
0.506829251;2212.18;0
0.73894922;2142.04;0
0.715401335;2129.75;1
0.642388556;2034.86;1
0.545888888;2073.04;0
0.500213626;2364.97;0
0.656709538;2328.71;1
0.627877323;2157.59;1
0.603571797;2090.42;0
0.665441414;2253.01;0
0.678891892;2023.71;0
0.678302073;2026.41;0
0.766114232;2098.31;0
0.635085295;2054.27;0
0.652724993;2132.09;0
0.596720658;2166.43;0
0.755136264;2161.16;0
0.873450655;2258.92;0
0.611770513;2200.76;0
0.756702579;2107.06;0
0.765766946;2081.52;0
0.535764409;2158.84;0
0.660131806;2267.82;1
0.583280513;2176.98;0
0.616209161;2229.91;0
0.851157958;2245.11;1
0.750696251;2054.37;0
0.734975698;2206.81;1
0.849436727;2214.9;0
0.647034438;2181.85;1
0.650517278;2127.79;0
0.716175677;2150.38;0
0.686657951;2263.34;0
0.747132123;2187.17;1
0.67477466;2158.29;1
0.581724727;2314.63;0
0.79683168;2137.51;0
0.86338729;2298.94;1
0.698338658;2175.07;0
0.649606935;2039.33;0
0.526285352;2201.38;0
0.698099185;2316.11;0
0.566157405;2248.27;1
0.566882805;2134.83;0
0.77325484;2279.32;0
0.769576116;2142.98;0
0.739964348;2072.35;1
0.543059588;2105.99;0
0.653341886;2149.42;0
0.638951781;2190.14;0
0.758042099;2195.67;0
0.681020557;2234.56;0
0.602285051;2359.76;1
0.716818644;2464.48;0
0.76485862;2119.5;0
0.619965615;2198.33;0
0.633962074;2044.21;0
0.720168863;2167.35;1
0.711276495;2098.89;0
0.649390027;2287.85;0
0.753622301;2053.73;0
0.503750994;2149.98;0
0.514271035;2308.66;0
0.561537838;2120.76;0
0.797228965;2322.68;0
0.783574305;2269.43;0
0.770270077;2120.36;0
0.582817978;2161.07;1
0.818238915;2261.02;0
0.601724912;2106.72;0
0.629128886;2193.09;0
0.563393361;2332.15;1
0.600097172;2370.38;0
0.735116581;2060.65;0
0.742338028;2195.94;1
0.725779985;2266.23;1
0.573617954;2231.2;0
0.663456663;1999.48;0
0.844611869;2244.56;0
0.637534916;2134.19;0
0.553353378;2282.14;1
0.626989928;2280.4;0
0.705916267;2164.36;0
0.517346056;2099.35;0
0.549422628;2339.73;0
0.554450115;2245.82;0
0.724050305;2305.11;0
0.558489729;2143.24;0
0.667775277;2166.29;0
0.563112217;2045.65;0
0.68407343;2111.77;0
0.886563568;2231.87;0
0.678307192;2255.25;0
0.77481434;2203.09;0
0.840136183;2172.41;0
0.561189865;2041.34;0
0.506987918;2167.07;1
0.547835112;2355.74;0
0.711718164;2206.05;0
0.793660061;2122.41;0
0.531534384;2236.41;1
0.714179451;2096.22;1
0.666310499;2182.35;0
0.704049925;2423.73;0
0.656351946;2256.92;1
0.719238006;2281.1;0
0.655245041;1988.46;0
0.791074245;2228.86;0
0.771597224;2369;0
0.506151317;2280.81;0
0.592998849;2108.59;1
0.823090193;2278.72;0
0.700825089;2134.23;0
0.685588786;2048.73;0
0.699120743;2133.03;0
0.552643499;2091.12;1
0.539316964;2344.28;0
0.645797001;2289.04;0
0.55352796;2302.43;0
0.807938948;2107.86;0
0.794442787;2296.49;1
0.570218015;2205.61;1
0.732774919;2176.3;1
0.587852621;2107.96;0
0.744551871;2072.1;0
0.678751692;2238.87;1
0.8333428;2339.64;0
0.755379496;2207.04;0
0.542183048;2246.57;0
0.667235196;2142.09;0
0.522914017;2279.58;0
0.795530558;2137.91;0
0.662270922;2101.14;1
0.715898181;2235.82;1
0.68455697;2185.77;0
0.862811787;2283.59;0
0.68891976;2221.04;0
0.586288535;2200.72;0
0.588531245;2224.07;1
0.579322928;2208.14;0
0.640339008;2153.05;1
0.501132614;2354.68;0
0.863089335;2189;0
0.648828617;2265.78;1
0.75590341;2237.22;0
0.575969924;2157.94;0
0.676248284;2113.39;0
0.779090746;2103.68;1
0.500282318;2121.7;0
0.814199624;2301.56;0
0.724067957;2219.72;0
0.51988002;2253.93;0
0.706369036;2253.75;0
0.703964044;2155.1;0
0.764935628;2415.83;0
0.525241302;2243.1;0
0.695268768;2206.81;0
0.710423568;1972.63;1
0.746040213;2072.59;0
0.771120856;2348.22;1
0.742709262;2156.55;1
0.56106346;2202.64;0
0.690749383;2155.68;0
0.597161226;2217.53;0
0.638031561;2032.54;1
0.674516536;2203.91;0
0.715122284;2288.07;0
0.740613617;2070.8;0
0.633024653;2205.29;0
0.720371373;2179.45;0
0.626726591;2156.24;1
0.678915067;2465.42;0
0.684974223;2091.88;0
0.748624615;2176.96;1
0.521492706;2310.04;1
0.506711052;2159.87;0
0.799914779;2126.52;0
0.514124989;2117.49;0
0.561708777;2384.83;0
0.735298994;2279.33;0
0.830694365;2282.5;0
0.744574215;2351.18;0
0.701033123;2043.95;0
0.710246725;2126.96;0
0.552424825;2076.89;1
0.701228744;2123.27;0
0.768077966;2177.43;1
0.79806874;2287.49;0
0.806738694;2100.98;0
0.788451713;2177.52;0
0.716434226;2135.13;1
0.570861041;2303.06;0
0.555245825;2208.32;0
0.525550754;2286.75;0
0.509205009;2149.08;0
0.749346272;2028.16;1
0.577196736;2133.98;0
0.831026947;2277.12;1
0.722416414;2073.11;1
0.517507925;2288.49;0
0.586565454;2027.31;0
0.767707418;2386.29;0
0.512881057;2051.96;1
0.780200823;2180.02;0
0.692294115;2285.66;0
0.620671763;2197.92;0
0.569545141;2224.47;0
0.670586347;2101.33;1
0.821682322;2374.59;0
0.560120508;2341.87;0
0.628979523;2217.7;0
0.743787791;2059.52;0
0.745050707;2129.25;0
0.644239324;2135.15;1
0.769797429;2208.68;1
0.844231071;2106.64;0
0.584838352;2238.04;0
0.555899234;2169.9;0
0.664411703;2068.78;0
0.546517043;2123.3;1
0.616039354;2049.38;0
0.779731972;2316.13;0
0.622507521;2131.51;0
0.892226314;2223.71;1
0.628199349;2229.21;0
0.545532834;2309.84;1
0.63388682;2196.1;0
0.694002407;2240.08;0
0.843136062;2177.15;1
0.589347532;2202.1;1
0.526369827;2439.75;0
0.791325601;2248.9;1
0.686058296;2156.76;0
0.708821511;2077.18;0
0.631131402;2139.94;1
0.7525525;2213.15;0
0.544730292;2324.25;1
0.653355246;2084.26;0
0.535177293;2345.59;0
0.627278402;2169.54;1
0.897131725;2260.28;0
0.801204878;2201.7;0
0.607113886;2013.68;0
0.771494368;2124.57;0
0.708067101;2280.81;0
0.564542641;2165.27;0
0.528802184;2162.27;0
0.771895156;2341.16;0
0.625088682;2487.96;0
0.680325834;2086.45;1
0.564839436;2117.86;1
0.723039669;2172.39;0
0.766440944;2022.5;0
0.621839659;2344.23;0
0.587839808;2042.63;1
0.737349061;2150.42;0
0.564933012;2199.78;0
0.542224846;2325.31;0
0.722938677;2216.35;0
0.712505156;2035.03;0
0.842266227;2276.45;0
0.783982057;2143.79;1
0.62531937;2226.04;1
0.604412124;2089.57;1
0.709785732;2154.92;0
0.567305344;2272.49;0
0.586799044;2171.1;0
0.673015586;2076.86;0
0.738758653;2299.09;0
0.691695707;2310.87;0
0.704626927;1989.65;0
0.842623515;2246.96;0
0.754445423;2101.61;0
0.786390231;2390.81;0
0.649755383;2171.3;0
0.659060545;2259.51;0
0.733935878;2038.53;0
0.608139137;2017.32;0
0.765633415;2205.66;0
0.820819919;2244.47;0
0.764129145;2170.44;1
0.640023976;2102.04;0
0.738751682;2238.13;0
0.839485358;2250.51;0
0.601771888;2197.66;0
0.628800216;2228.68;0
0.624875605;2168.68;0
0.667522117;2253.97;0
0.583928365;2231.22;0
0.717737469;2048.26;0
0.806596038;2335.91;0
0.637573228;2468.3;1
0.7109114;2261.35;0
0.52380979;2157.14;0
0.643991332;2109.85;1
0.697313355;2183.73;0
0.818526201;2078.79;0
0.765411142;2183.94;1
0.727486004;2061.39;0
0.729461502;2132.84;1
0.558180029;2186.98;0
0.671036914;2197.9;0
0.571330051;2391.82;1
0.845788156;2288.34;0
0.50587312;2224.75;0
0.630207081;2093.02;0
0.628265011;2164.85;0
0.607449556;2190.76;0
0.601565199;1971.79;0
0.801681409;2232.05;0
0.644771418;2114.75;1
0.54459668;2136.06;0
0.76656322;1986.57;0
0.710849153;2241.75;1
0.827485153;2244.5;0
0.640359581;2346.86;1
0.750857287;2186.56;0
0.702882901;2145.02;0
0.722500158;2198.25;0
0.636918283;2108.58;1
0.564123529;2266.11;1
0.660501874;2277.71;0
0.865622074;2350.57;0
0.720896066;2191.44;1
0.667662916;2131.6;0
0.653263964;2197.82;1
0.610223023;2060.01;0
0.736427103;2171.42;1
0.565597959;2488.55;0
0.80768513;2171.26;1
0.718842837;2286.7;0
0.7072792;2212.8;0
0.680465282;2119.61;0
0.696259532;2176.08;0
0.634271229;2151.9;0
0.736840132;2081.35;1
0.622188053;2099.61;0
0.572352927;2316.2;0
0.500541157;2246.82;0
0.691121448;2092.34;0
0.800144391;2411.59;1
0.741829036;2162.59;0
0.591202029;2232.82;0
0.665660572;2158.61;1
0.554510006;2137.19;1
0.802743346;2291.41;0
0.810995476;2175.13;0
0.769192371;2327.49;0
0.727377118;2196.87;0
0.775188653;2174.53;0
0.677385915;2055.58;1
0.598871784;2183.82;1
0.556067949;2363.74;0
0.612769602;2151.63;0
0.615341009;2315.43;0
0.536365974;2239.33;1
0.562353206;2227.38;0
0.712887076;2073.89;0
0.715423908;2198.17;0
0.831646303;2395.64;1
0.734935386;2190.4;0
0.712551698;2101.09;0
0.512470681;2151.04;1
0.837885904;2250.51;0
0.642673667;2112.05;1
0.704367924;2280.45;0
0.741483231;2326.21;0
0.501323199;2401.78;0
0.555384415;2138.37;0
0.647120168;2136.58;1
0.732902215;2078.14;0
0.610975631;2090.96;0
0.55250324;2179.51;0
0.572434768;2281.66;0
0.87645023;2187.06;0
0.769401107;2184.73;1
0.732363786;2242.89;0
0.670100589;2124.28;1
0.578056705;2060.24;1
0.653890547;2343.64;1
0.607904251;2057.67;0
0.595381963;2201.06;0
0.596204082;2207.77;0
0.667092731;2206.16;0
0.713319165;2371.68;0
0.647515701;2079.33;1
0.722911805;2099.74;0
0.622277619;2420.65;0
0.660433003;2053.86;0
0.730842453;2250.4;0
0.675533169;2104.75;0
0.62406883;2153.08;0
0.547197103;2311.84;0
0.746505272;2231.67;0
0.831296137;2337.74;0
0.649335119;2352.94;1
0.525322411;2213.79;0
0.763849406;2110.86;0
0.805122758;2179.94;0
0.634277227;2054.38;0
0.522038362;2328.66;1
0.708733326;2106.72;0
0.730125873;2134.02;0
0.830263405;2264.21;0
0.759801207;2270.4;0
0.685960765;2283.72;1
0.580572484;2240.15;0
0.79987057;2224.11;0
0.639340881;2068.76;1
0.576615665;2198.6;1
0.739567186;2024.32;1
0.601672571;2141.87;0
0.641769757;2330.81;0
0.63702725;2059.58;0
0.826785149;2251.73;0
0.622091153;2110.36;0
0.665797506;2154.23;0
0.550540735;2228.16;0
0.655891424;2325.04;0
0.634720063;1979.34;0
0.706791293;2101.68;0
0.683286117;2119.67;1
0.532116099;2291.81;0
0.538964002;2304.68;0
0.817800889;2206.13;0
0.80745785;2141.07;0
0.677009384;2163.52;1
0.753908971;2401.78;0
0.669056607;2087.9;1
0.607966678;2214.19;1
0.651554842;2125.66;1
0.819103619;2294.69;0
0.51499566;2125.94;0
0.654664102;2341.86;1
0.573375337;2103.85;0
0.786791339;2217.58;0
0.645491805;2117.36;0
0.680503719;2096.01;0
0.713500527;2143.96;1
0.781059649;2069.2;0
0.651538903;2299.46;1
0.872096432;2210.41;0
0.664778876;2325.38;0
0.745532499;2072.54;1
0.580197071;2297.13;0
0.576059723;2028.71;0
0.607212435;2112.02;0
0.831230955;2298.48;0
0.606836781;2166.06;0
0.625888202;2115.33;0
0.581708241;2231.11;0
0.806991596;2238.81;0
0.502468753;2095.22;0
0.502842885;2228.85;1
0.63913956;2113.7;0
0.800188161;2046.37;0
0.597789329;2225.95;0
0.818219535;2231.55;1
0.771853016;2190.85;0
0.697826463;2506.42;0
0.833337764;2145.35;1
0.749808261;2069.28;0
0.507104757;2237;0
0.587794987;2080.99;1
0.623508572;2121.56;1
0.768391938;2397.76;0
0.602888584;2040.56;1
0.587546662;2269.62;0
0.637398047;2134.4;0
0.525310649;2154.51;1
0.759974151;2189.57;0
0.722306885;2052.54;1
0.777314815;2087.64;0
0.742566117;2115.85;1
0.718832849;2201.87;0
0.58398187;2158.47;0
0.783363422;2351.1;1
0.53427368;2304.77;0
0.78646751;2221.04;0
0.675130873;2081.48;0
0.85001461;2188.41;1
0.834598431;2275.28;0
0.65018889;2234.73;0
0.558465265;2196.56;0
0.59895327;2205.56;0
0.72160896;2075.96;0
0.642845497;2093.25;1
0.773002861;2085.73;0
0.704594285;2318.52;0
0.600341582;2074.71;0
0.75045621;2185.96;1
0.610578009;2066.93;0
0.587852663;2092.37;0
0.514839126;2266.54;1
0.791489378;2135.52;0
0.558644144;2384.54;0
0.823999157;2284.81;1
0.534934524;2208.22;0
0.707672464;2096.33;0
0.671660578;2008;1
0.597348058;2044.64;1
0.630134022;2405.5;0
0.60355373;2216.94;0
0.788569355;2397.32;1
0.657692791;2133.19;0
0.862634891;2181.09;1
0.613726103;2244.88;0
0.720920657;2224.95;0
0.751061358;2208.11;0
0.614323657;2195.91;0
0.735825789;2081.06;1
0.607928115;2346.5;0
0.870830373;2227.24;0
0.652750928;2116.45;0
0.549400909;2156.78;0
0.614636173;2089.53;1
0.853122569;2212.88;0
0.74513668;2180.31;1
0.763461932;2245.66;0
0.686313289;2144.15;0
0.586956199;2218.88;0
0.510769129;2274.38;0
0.64979371;2206.44;0
0.78905755;2246.03;0
0.654828261;1998.73;0
0.659341096;2135.02;0
0.750902894;2217.22;0
0.604169459;2357.4;0
0.720008895;2449.04;1
0.717102753;2068.5;0
0.745960299;2098.36;0
0.562395316;2060.55;0
0.715023331;2150.42;1
0.559802651;2256.93;0
0.53459165;2163.22;0
0.780755445;2241.36;1
0.551751681;2329.08;0
0.586783884;2203.98;0
0.798986036;2210.64;0
0.515264916;2268.41;0
0.590659516;2195.99;0
0.826151214;2225.5;1
0.6887537;2085.41;0
0.602740923;2073.59;1
0.539158278;2266.31;0
0.593876209;2212.6;0
0.569411649;2328.61;0
0.66789376;2290.7;1
0.656269346;1991.51;0
0.631591732;2091.92;1
0.695486809;2023.9;0
0.756481635;2194.88;0
0.677717878;2393.54;0
0.680117058;2038.98;1
0.743641915;2412.3;0
0.736897333;2036.37;1
0.595241403;2189.91;1
0.617794718;2103.75;0
0.624305951;2019.01;0
0.710784075;2090.84;0
0.721037782;2424.56;1
0.71080053;2202.22;0
0.584009729;2372.67;0
0.699377689;2116.34;0
0.513395258;2146.53;0
0.706466083;2248.59;0
0.576805778;2195.25;0
0.535813992;2366.04;1
0.80517353;2183.34;0
0.610654135;2051.6;0
0.51913574;2142.14;0
0.627530849;2165.79;0
0.839688667;2317.06;0
0.597122464;2091.59;1
0.510980449;2248.73;1
0.502658603;2277;0
0.630678523;2272.82;0
0.750353618;2209.44;0
0.524335456;2174.66;0
0.71498957;2056.74;0
0.773214329;2205.24;0
0.603089902;2035.92;0
0.732411083;2097.05;1
0.777340565;2334.8;0
0.722405837;2127.65;0
0.556785513;2297.62;0
0.71823729;2068.21;0
0.705546373;2130.14;1
0.843346085;2211.9;0
0.704857737;2276.84;0
0.671106202;2045.22;1
0.643322434;2121.92;0
0.668248286;2105.46;0
0.730972083;2209.4;0
0.813487754;2338.73;0
0.598036132;2362.28;0
0.533026592;2093.05;0
0.543024527;2202.7;0
0.667769356;2126.3;0
0.672642532;2129.96;0
0.877695103;2262.98;1
0.6972879;2127.99;0
0.537980287;2272.35;1
0.744116623;2158.66;1
0.813022456;2157.62;0
0.649598914;2105.74;1
0.761488827;2365.14;0
0.755444562;2088.09;0
0.616700776;2190.14;1
0.641886156;2135.37;1
0.799529498;2226.22;0
0.668969753;2098.28;1
0.65277604;2147.94;0
0.562152415;2106.59;0
0.588189004;2226.27;0
0.688891479;2249.89;0
0.560856706;2229.99;0
0.661231318;2309.98;1
0.622142915;2138.19;0
0.832891746;2294.68;0
0.711759406;2099.92;0
0.689300884;2099.13;0
0.51660895;2301.67;0
0.846934213;2275.42;1
0.748877398;2084.7;1
0.790851688;2217.97;0
0.575396233;2174.46;1
0.749185315;2109.39;1
0.561733141;2161.61;0
0.755323376;2216.24;1
0.647648479;2021.79;0
0.673670451;2090.17;1
0.622999961;2104.01;0
0.560973954;2260.51;0
0.643903688;2145.67;0
0.6419013;2468.81;0
0.505814116;2198.63;0
0.559088455;2110.46;0
0.777468025;2231.24;0
0.731588316;2144.15;0
0.707444494;2085.2;1
0.551597516;2298;0
0.7022074;2057.09;0
0.83592846;2207.61;0
0.715306902;2115.47;0
0.802943196;2168.28;0
0.563463512;2213.74;0
0.567650618;2174;0
0.733025447;2152.45;0
0.813421784;2172.41;1
0.679554805;2093.59;0
0.741973432;2377.14;1
0.573686363;2249.68;0
0.678371283;2146.56;0
0.825169374;2151.28;1
0.677245193;2093.89;0
0.582560699;2229.68;0
0.545181734;2236.07;1
0.529146638;2174.77;1
0.601689148;2162.72;0
0.699033813;2180.11;1
0.83077297;2254.7;0
0.739829431;2239.12;1
0.618877103;2196.08;0
0.635071183;2034.43;0
0.651806748;2195.44;0
0.769756361;2410.65;0
0.601887182;2386.35;0
0.646937725;2088.06;0
0.757317965;2082.91;0
0.627788903;2158.12;0
0.759923907;2202.56;0
0.813576059;2156.45;0
0.551293075;2205.35;1
0.747477733;2065.61;1
0.523261946;2270.95;0
0.533732769;2224.28;1
0.76165006;2125.45;1
0.623603663;2285.02;0
0.799762247;2302.97;0
0.76851315;2232.64;0
0.524784696;2124.78;0
0.598727774;2207.69;1
0.83109013;2282.22;0
0.751908597;2254.06;1
0.570922994;2232.48;0
0.704236091;2129.55;0
0.774792829;2274.73;0
0.808269146;2193.21;0
0.542160259;2303.66;1
0.727748799;2041.56;0
0.538099845;2293.82;0
0.763871742;2241.38;0
0.743408476;2187.92;1
0.788071985;2307.64;0
0.661840006;2291.07;0
0.740286502;2098.32;0
0.569106724;2200.69;0
0.671735342;2154.29;0
0.697483532;2096.97;0
0.816140601;2298.52;0
0.794753472;2276.34;0
0.531458049;2182.48;0
0.54820935;2237.52;0
0.764734904;2190.79;1
0.661849855;2040.68;1
0.500271123;2200.74;0
0.688174148;2055.37;0
0.68435575;2070.31;0
0.641767739;2147.41;0
0.798839433;2259.32;0
0.809412996;2281.44;0
0.764093947;2171.42;1
0.500161135;2169.49;1
0.612242739;2202.33;0
0.734593312;2145.6;1
0.611037375;2146.69;1
0.573993153;2187.51;0
0.726184731;2116.48;0
0.736817739;2452.81;0
0.780343844;2212.08;0
0.801692725;2167.66;1
0.606202909;2092.8;0
0.770619284;2116.45;0
0.697726775;2111.16;0
0.643172144;2041.05;0
0.500975967;2241.1;0
0.64773605;2110.62;1
0.600024315;2139.31;1
0.527312414;2186.43;0
0.696303054;2274.95;0
0.73491641;2301.13;0
0.594557646;2052.24;0
0.71920211;2103.36;1
0.565009492;2279.94;0
0.649263173;2050.46;0
0.697650034;2038.04;0
0.68198018;2103.48;0
0.743608056;2190.95;0
0.812214853;2243.87;1
0.754329144;2383.01;1
0.704120587;2302.2;1
0.731891859;2141.26;0
0.653879402;2087.93;0
0.690646746;2056.07;0
0.714295591;2163.8;1
0.683384471;2100.87;0
0.545414345;2190;0
0.671097667;2091.76;1
0.712937767;2255.19;0
0.544749405;2387.41;0
0.611088171;2073.74;0
0.525550655;2289.12;0
0.57119155;2123.01;0
0.65865789;2103.96;0
0.564160816;2151.54;1
0.675678629;2098.36;0
0.586257103;2209.03;0
0.740782664;2186.1;1
0.65924747;2079.88;0
0.845241869;2208.22;0
0.849787066;2266.81;0
0.738687603;2219.12;0
0.803819575;2163.99;0
0.58540402;2168.46;0
0.726497009;2139.01;0
0.640235679;2131.25;0
0.568950761;2208.7;1
0.65309485;2081.59;0
0.720451883;2383.94;0
0.619937548;2266.64;0
0.614818649;2070.54;0
0.68796252;2256.86;0
0.612520824;2171.68;0
0.636695915;2080.33;0
0.527203387;2218.73;0
0.687210094;2118.4;0
0.581664388;2205.59;0
0.795451936;2156.7;0
0.67090734;2068.8;1
0.844999578;2314.42;0
0.604053073;2396.47;0
0.800315242;2177.73;0
0.782277097;2214.5;0
0.718330738;2106.19;0
0.784841598;2134.24;1
0.585881898;2163.57;1
0.660071906;2150.93;0
0.613620492;2249.83;0
0.825893488;2208.08;1
0.53288741;2136.17;0
0.604149176;2078.1;0
0.627114694;2310.94;0
0.502029745;2215.5;0
0.518697456;2169.67;0
0.613400786;2096.57;0
0.711562937;2078.27;1
0.69155171;2087.45;0
0.787283672;2164.03;0
0.662614595;2063.51;0
0.81069621;2247.28;0
0.835597825;2180.96;0
0.811568608;2167.2;0
0.683682537;2313.51;0
0.727078979;2092.18;0
0.548642113;2317.9;0
0.635420996;2070.38;1
0.648229914;2117.81;0
0.716485634;2338.7;0
0.781792809;2182.14;0
0.727972297;2225.51;0
0.690061822;2128.88;0
0.734904674;2103.75;0
0.634968893;2087.58;0
0.551744324;2369.6;0
0.797465631;2207.34;0
0.666328991;2085.63;0
0.677447182;2238.57;0
0.633338377;2047.35;0
0.529549555;2315.34;1
0.575207059;2222.32;1
0.811431529;2195.37;0
0.813579037;2227.73;0
0.597498215;2189.96;0
0.756695311;2092.06;0
0.77337639;2207.71;0
0.708043943;2053.39;1
0.637249981;2093.68;0
0.586143491;2328.33;1
0.537502168;2202.4;1
0.616845242;2300.75;1
0.636442762;2151.99;1
0.609826429;2081.45;0
0.675107497;2092.66;0
0.77427943;2360.95;0
0.780406911;2214.47;0
0.623765892;2185.01;0
0.873424796;2253.45;1
0.522546458;2187.19;0
0.585534281;2260.65;0
0.650383146;2046.24;1
0.728286261;2062.61;0
0.591026806;2194.21;1
0.7790775;2141.33;0
0.778381512;2229.88;1
0.678007583;2047.88;0
0.632880599;2067.19;0
0.784126315;2137.63;0
0.762936303;2232.52;0
0.528090055;2157.28;0
0.539322351;2279.72;0
0.532507823;2204.54;0
0.706296175;2198.11;0
0.676572064;2125.27;1
0.714904354;2290.57;0
0.623784123;2103.83;1
0.777636027;2220.99;0
0.784256484;2356.63;0
0.735184097;2112.12;1
0.547134001;2224.49;1
0.643089132;2337.05;1
0.729210709;2035.76;1
0.590532726;2191.41;0
0.710343431;2088.85;1
0.748399415;2201.13;0
0.679556352;2055.77;0
0.68881062;2132.85;0
0.675803548;2035.92;0
0.612580716;2281.92;0
0.536718566;2383.91;0
0.526233289;2177.27;0
0.704007335;2071.1;1
0.761991697;2246.6;0
0.768897539;2249.98;1
0.579079262;2189.94;0
0.657737142;2150.01;0
0.708623562;2134.7;0
0.612042655;2168.03;0
0.664253144;2082.2;1
0.634269136;2358.94;1
0.63958978;2307.58;1
0.798264882;2149.51;0
0.563268159;2151.08;0
0.835977425;2276.21;0
0.680228636;2081.87;0
0.684365147;2065.46;0
0.691510626;2079.45;0
0.754189009;2160.75;0
0.780171341;2215.76;0
0.58784791;2249.69;0
0.610968044;2439.14;1
0.71312964;2338.65;0
0.709117627;2081.13;1
0.713246377;2150.93;0
0.546888369;2115.26;0
0.778761311;2232.04;0
0.835618843;2327.7;0
0.717510019;2261.35;0
0.55513365;2239.76;0
0.511238046;2256.29;0
0.718128092;2046.05;0
0.636060318;2273.76;1
0.605681703;2107.56;0
0.67747006;2062.66;0
0.673525335;2128.63;0
0.801538735;2222.38;0
0.690191788;2077.07;1
0.60515537;2053.88;0
0.777963939;2157.62;0
0.600069373;2272.19;0
0.509290024;2300.93;0
0.605235428;2174.65;0
0.843351995;2228.2;0
0.758237991;2223.44;0
0.615550036;2215.69;0
0.556115139;2200.23;0
0.668343441;2125.07;0
0.512297061;2274.75;0
0.830246187;2263.88;0
0.759156924;2247.83;0
0.664872507;2056.73;1
0.628760194;2117.98;0
0.76876706;2215.3;0
0.527298592;2120.55;1
0.544603216;2256.19;0
0.731131618;2200.03;1
0.719701999;2214.68;0
0.566020339;2176.62;0
0.626744392;2429.27;0
0.51384087;2306.67;0
0.56402096;2198.92;0
0.743237406;2063.57;0
0.525144528;2188.43;0
0.629941528;2130.42;1
0.686957378;2056.42;1
0.821176032;2222.68;0
0.711256678;2128.06;1
0.758567129;2159.05;0
0.834393028;2180.5;0
0.66945137;2273.63;1
