P(fav);avg;Y
0.799253145;2217.88;0
0.674423198;2033.72;0
0.753323438;2038.53;1
0.600294107;2035.48;1
0.501487479;2140.09;1
0.782184673;2437.81;0
0.626161487;2559.73;0
0.814120743;2147.57;1
0.663538095;2061.56;1
0.753674587;2111.49;1
0.612920608;2313.27;0
0.648713695;2102.14;0
0.545390036;2306.8;0
0.621090917;2100.78;0
0.565700481;2273.4;0
0.778655782;2316.19;0
0.731524606;2316.97;0
0.762937752;2055.77;0
0.787594474;2224.38;0
0.626101496;2305.37;1
0.624866684;2148.35;0
0.631149178;2022.52;0
0.622985027;2047.66;0
0.852669081;2310.07;1
0.891325044;2306.35;0
0.742733002;2183.51;0
0.620656565;2090.75;0
0.532896118;2325.76;0
0.512328089;2420.21;0
0.684549514;2074.42;1
0.610568415;2031.46;0
0.534628561;2293.97;1
0.544987809;2204.62;0
0.71083554;2073.4;0
0.831200482;2198.99;0
0.679634941;2294.28;0
0.558667501;2432.7;1
0.593004381;2099.76;0
0.761247439;2202.24;1
0.682531991;2103.23;0
0.57258293;2235.41;1
0.509422081;2132.42;1
0.500575941;2142.21;0
0.618569469;2053.67;1
0.777593546;2470.97;0
0.55903866;2245.49;1
0.770527483;2131.7;0
0.771288188;2113.04;1
0.733101035;2178.39;0
0.611272643;2131.19;1
0.539418305;2096.47;0
0.682105938;2023.17;1
0.56956644;2133.03;0
0.830594617;2385.57;0
0.843508604;2214.11;0
0.791083357;2206.08;1
0.50760315;2119.18;0
0.695008138;2115.64;0
0.518050577;2469.21;0
0.514776492;2124.81;0
0.585080525;2189.93;1
0.737170112;2076.32;1
0.722425657;2295.13;1
0.69053277;2139.26;0
0.759789368;2240.98;0
0.606741207;2290.66;1
0.644841142;2239.76;0
0.57183633;2082.73;1
0.768696139;2229.1;0
0.589917948;2192.68;0
0.662537807;2018.72;1
0.614828609;2089.05;0
0.632115046;1963.78;0
0.7636141;2471.58;0
0.868375616;2296.4;1
0.778462377;2237.53;0
0.585155516;2393.42;1
0.62400004;2295.97;0
0.654091638;2056.04;1
0.626344413;1987.3;1
0.66793266;2093.72;1
0.569787514;2237.55;0
0.605897457;2043.32;0
0.577530909;2244.6;0
0.742974684;2207.06;0
0.570137829;2144.22;0
0.637730486;2274.97;1
0.628008418;2037.25;0
0.609355909;2380.92;0
0.625214687;2117.98;0
0.598590326;2101.51;0
0.67406935;2316.24;0
0.618246547;1999.92;1
0.876894564;2307.43;0
0.719002055;2031.33;0
0.650906244;2197.8;1
0.716578653;2210.65;1
0.810798447;2209.51;0
0.505722044;2280.87;1
0.640834232;2024.35;0
0.608866181;2307.06;1
0.700320962;2294.08;0
0.550766622;2227.02;0
0.582012296;2092.52;1
0.722930685;2412.55;0
0.527140894;2371.72;0
0.853046959;2187.65;0
0.721605293;2114.87;1
0.593196582;2170.18;0
0.650677334;2191.92;1
0.713265244;2048.89;0
0.724315799;2249.67;0
0.531359327;2170.46;0
0.528464688;2082.19;0
0.667580016;2175.51;0
0.612365814;2268.86;0
0.57013106;2029.63;0
0.565769364;2258.83;0
0.73640758;2201.63;1
0.82959556;2343.21;0
0.620642783;2246.05;0
0.509942246;2278.17;0
0.652113456;1947.7;0
0.750707325;2421.65;0
0.792392029;2102.8;0
0.763112867;2352.92;0
0.519027633;2250.53;0
0.628639165;2111.28;0
0.674196594;2158.92;1
0.60596721;2330.51;0
0.707104882;2286.27;0
0.676208804;2015.85;0
0.611582887;2024.13;1
0.743307149;2305.15;1
0.520067679;2114.74;0
0.859426235;2208.45;0
0.555085328;2386.94;1
0.787224663;2392.08;1
0.613152383;2117.81;0
0.647127149;2057.11;0
0.742898677;2083.17;0
0.6051041;2142.31;1
0.520440162;2191.87;0
0.554173999;2353.75;0
0.750230929;2157.2;0
0.594884892;2243.76;0
0.804584659;2277.84;0
0.51289763;2356.06;0
0.689356782;2091.25;1
0.820100567;2155.57;0
0.571451385;2188.97;0
0.511044733;2057.4;0
0.723040361;2324.87;0
0.508367395;2043.43;0
0.633925371;2478.78;0
0.73972448;2204.81;0
0.867764465;2224.13;0
0.54550047;2184.11;0
0.531770076;2219.16;0
0.679075758;2083.72;0
0.664527316;2029.52;0
0.576688283;2223.67;0
0.660112223;2026.07;0
0.709641496;2200.63;1
0.775955271;2101.64;0
0.667901568;2432.14;0
0.588065232;2301.96;0
0.767595455;2247.38;0
0.631235805;2261.55;1
0.563785176;2026.8;0
0.616131132;2117.93;0
0.577765494;2428.33;1
0.53053965;2176.46;1
0.51612745;2045.88;1
0.519914348;2247.74;0
0.648385681;1993.11;0
0.529184353;2374.73;0
0.814786189;2278.78;0
0.742071244;2144.37;0
0.850358834;2173;1
0.503149514;2103.43;0
0.762876245;2336.43;1
0.794297985;2129.83;1
0.868153008;2298.22;0
0.512785423;2247.38;0
0.62529884;2124.57;1
0.57991636;2201.3;1
0.604537012;2271.96;1
0.801565945;2229.78;0
0.659796463;1952.06;1
0.800644498;2293.97;0
0.642010457;2236.5;0
0.8684262;2254.62;0
0.57308972;2169.4;1
0.693356757;2056.55;1
0.536188475;2287.05;0
0.529078272;2151.46;0
0.734966067;2320.01;0
0.716324859;2146.33;0
0.50811212;2202.82;0
0.859823347;2270.51;0
0.814353401;2139.16;0
0.716013932;2324.14;0
0.683566826;2114.04;1
0.656690437;2157.23;0
0.653668907;2036.12;1
0.543468175;2085.21;0
0.70402481;2101.06;0
0.589868117;2055.95;0
0.783540235;2109.21;0
0.542214355;2303.92;0
0.72097142;2353.1;0
0.584795574;2378.36;0
0.598290532;2080.85;0
0.531534871;2065.31;0
0.667060183;2197.79;0
0.567831133;2202.98;1
0.51496804;2100.79;0
0.77691536;2313.38;0
0.724190304;2199.7;1
0.873452613;2258.94;0
0.728800663;2122.2;0
0.546253978;2236.96;0
0.831081367;2143.97;1
0.6276444;2214.43;0
0.548912223;2435.74;0
0.547874345;2122.8;0
0.751133857;2143.56;1
0.622839594;2219.26;0
0.683801309;2392.48;0
0.560061736;2291.62;1
0.698165525;1998.26;0
0.65476031;2164.78;0
0.505998736;2062.5;0
0.576791146;2175.04;1
0.834680375;2328.55;0
0.63468573;2124.54;0
0.555589633;2275.94;1
0.819171457;2152.45;0
0.541434216;2108.36;0
0.652786677;2148.58;1
0.529295365;2104.26;0
0.5117741;2349.78;0
0.799793113;2160.49;0
0.571860694;2451.8;1
0.617518567;2326.77;1
0.771722915;2267.58;0
0.658506697;2179.22;0
0.699933908;2050.8;0
0.744245653;2047.81;0
0.601923612;2119.95;0
0.606219914;2099.31;0
0.532718195;2108.57;1
0.500627039;2307.07;0
0.551467501;2056.47;0
0.654726468;1970.92;0
0.518756842;2355.31;0
0.68355667;2145.06;0
0.751028867;2425.53;0
0.516878281;2260.82;0
0.654124596;2147.49;0
0.716457907;2263.1;0
0.58482161;1999.51;0
0.648120309;2355.8;0
0.834168525;2199.92;0
0.666660914;2244.36;0
0.838810011;2235.84;0
0.783127298;2075.6;1
0.594699389;2347.58;0
0.573256801;2151.89;0
0.629152871;2088.58;0
0.592131693;2108.66;0
0.517069976;2071.12;1
0.550889656;2075.22;1
0.76386214;2060.2;0
0.581259896;2340.6;0
0.8558392;2236.76;0
0.670122616;2183.9;1
0.503538515;2142.07;1
0.616115206;2118.48;0
0.520749896;2445.5;0
0.562410594;2259.61;0
0.574891197;2047.37;0
0.722610287;2326.95;0
0.605005364;2169.27;0
0.601427531;2019.8;0
0.803278187;2280.24;0
0.598480994;2309.77;0
0.842719301;2321.47;0
0.720038926;2033.68;1
0.572175851;2221.98;0
0.580894505;2309.93;0
0.611827203;1977.06;0
0.697375039;2058.5;0
0.567591273;2089.26;0
0.565126252;2343.33;0
0.678908323;2198.36;0
0.66935318;2436.26;0
0.66342231;2141.84;0
0.527110294;2169.28;0
0.747099921;2210.46;1
0.59158743;2047.5;1
0.730171174;2249.15;0
0.75243073;2109.25;1
0.517139332;2168.98;0
0.827668084;2318.21;0
0.782371389;2181.43;0
0.689720657;2365.41;0
0.658236093;2165.87;0
0.565592509;2105.67;1
0.583155547;2324.23;0
0.61785846;2060.96;0
0.647982847;2030.52;0
0.777159569;2310.6;0
0.617677692;2034.51;0
0.684055879;2379.15;1
0.781140533;2145.12;0
0.829375389;2350.02;0
0.738728322;2028.82;0
0.584009791;2291.45;1
0.693082077;2130.51;0
0.58928023;2253.94;0
0.606754711;2148.4;0
0.543958245;2290.14;0
0.68169209;2314.07;0
0.762758216;2188.85;0
0.685315281;2148.95;0
0.792763586;2293.37;1
0.606873385;2244;0
0.591875791;2243.36;0
0.73255662;2259.8;0
0.592799457;2072.74;0
0.567259975;1970.78;0
0.604724802;2454.88;0
0.562222892;2127.3;0
0.81184063;2225.88;0
0.707399058;2189.91;1
0.86552222;2317.07;0
0.509676986;2213.42;1
0.747786807;2000.68;0
0.514257229;2250.21;1
0.587802909;2202.08;0
0.676799193;2057.05;0
0.648582821;2126.04;1
0.532231293;2112.1;0
0.711198504;2192.41;0
0.519937639;2303.77;1
0.783370298;2113.98;0
0.612730535;2108.88;0
0.748062823;2218.9;0
0.676113942;2305.27;0
0.676533042;2163.95;0
0.841406428;2238.76;0
0.567358104;2167.21;0
0.745292328;2357.63;0
0.6820655;2215.18;0
0.843144378;2345.97;0
0.539813095;2311.04;0
0.512690721;2192.63;1
0.778145134;1996.73;1
0.698387156;2057.11;0
0.651051514;2103.32;0
0.642947478;2408.21;1
0.613500119;2143.18;1
0.575531165;2049.09;0
0.558440612;2063.05;1
0.713631537;2115.2;0
0.730872273;2195.48;0
0.781665042;2464.97;1
0.716713346;2204.91;0
0.520035038;2214.1;0
0.721515537;2184.48;0
0.806553438;2279.12;0
0.71584349;2260.66;0
0.597181076;2533.69;0
0.537359136;2180.9;0
0.549859058;2262.17;1
0.731383424;2075.2;1
0.781181787;1992.97;1
0.79683364;2170.25;0
0.654666137;2123.87;1
0.513765581;2180.49;0
0.804325311;2245.05;1
0.520048094;2222.68;1
0.573625715;2048.11;0
0.541779207;2052.05;1
0.661889266;2161.82;0
0.581328024;2319.15;0
0.829320271;2327.17;0
0.504983;2396.36;0
0.647543526;2082.07;0
0.6151801;2088.28;1
0.819369093;2192.26;0
0.682742538;2306.82;0
0.833037662;2314.37;0
0.621695626;2106.02;0
0.709408288;2034.96;1
0.624493107;2343.72;0
0.540454084;2196.88;0
0.72190194;2271.14;0
0.755164878;2004.7;0
0.792026398;2175.68;0
0.59263078;2252.27;0
0.684057278;2238.28;1
0.729385486;2163.08;1
0.813509221;2222.63;0
0.680206442;2057.88;0
0.628561512;2170.61;1
0.518808409;2209.39;0
0.545969382;2314.87;0
0.528041893;2127.17;0
0.655942134;2205.5;1
0.511944538;2224.53;0
0.614056483;2057.96;0
0.763621364;2148.35;0
0.514653346;2284.91;1
0.659267896;2476.15;0
0.675993819;2147.12;0
0.681107146;2074.86;0
0.634267685;2265.89;0
0.575031063;2081.12;0
0.801421048;2169.22;0
0.822463013;2307.57;0
0.785154108;2120.65;0
0.717703918;2341.04;0
0.713711845;2155.16;0
0.618954684;2161.14;0
0.658683727;2203.76;1
0.575018413;2320.65;1
0.581735684;2123.84;1
0.50468487;2158.45;0
0.742928695;2137.42;0
0.510322896;2257.29;0
0.62391046;2258.93;0
0.639042182;2279.07;0
0.650591965;2196.39;0
0.830559312;2347.5;0
0.729298282;2108.49;1
0.636710696;2107.99;0
0.641243959;2316.1;0
0.50008584;2097.64;0
0.747609896;2235.28;0
0.783701419;2373.77;0
0.574252654;2404.9;1
0.766054373;2326.32;0
0.613883598;2281.54;1
0.667337486;2131.19;0
0.720430819;2116.8;1
0.593606179;2157.74;0
0.686886062;2002.9;0
0.672752479;2005.75;0
0.768335807;2225.08;0
0.740508758;2133.12;0
0.511876616;2171.38;0
0.56402542;2095.38;0
0.628728789;2225.77;0
0.729192214;2240.87;1
0.694741079;2478.61;0
0.778476782;2117.03;0
0.568775576;2335;0
0.565818625;2033.17;1
0.743709681;2237.28;1
0.500214693;2463.48;0
0.710931065;2147.92;0
0.828667152;2296.78;0
0.618195279;2277.6;0
0.636081552;2100.82;0
0.686957839;2113.27;1
0.533940935;2192.61;0
0.565131288;2101.4;0
0.555311581;2288.82;0
0.598864608;2291.91;1
0.619937365;2265.74;1
0.766825037;2447.41;0
0.679956358;2117.54;0
0.692133271;2077.5;1
0.676000528;2120.39;0
0.50270383;2228.91;1
0.7846585;2215.44;0
0.693529404;2098.89;0
0.618007688;2281.48;1
0.675994965;2294.63;1
0.638857637;2346.14;0
0.724675231;2339.96;1
0.729965392;2240.97;0
0.711259677;2421.57;0
0.744879622;2154.04;0
0.562975509;2102.41;1
0.539909854;2029.78;1
0.631104339;2106.07;0
0.607211505;2119.56;0
0.622615478;2345.74;0
0.725507553;2218.9;0
0.737155347;2168.43;0
0.833435842;2309.89;0
0.747825637;2187.1;0
0.604015979;2365.39;0
0.721439168;2026.66;0
0.555800722;2197.75;0
0.515919283;2209.89;0
0.602893633;2080.64;1
0.524699633;2216.58;1
0.61385634;2450.53;1
0.719438476;2275.97;1
0.880515095;2319.02;0
0.50027269;2125.64;0
0.574857183;2177.48;0
0.658303094;2151.43;0
0.554893047;2179.13;1
0.779325849;2182.54;0
0.64315464;2073.94;0
0.650941459;2072.33;0
0.861649644;2317.72;0
0.543450192;2135.01;1
0.582164143;2189.94;0
0.639964665;2121.13;1
0.611064587;2173.92;0
0.697669163;2303.5;0
0.634506383;2298.61;0
0.747372393;2291.8;1
0.648200518;2377.43;1
0.758220679;2241.08;0
0.590107184;2266.21;0
0.758122642;2161.86;0
0.723778465;2452.01;1
0.732803959;2143.65;0
0.696391863;2165.96;0
0.654155202;2085.6;1
0.689124885;2322.85;0
0.640482075;2143.32;0
0.547203841;2200.71;0
0.767096285;2249.25;0
0.597588731;2119.71;1
0.613899926;2347.67;0
0.606831157;2215.83;0
0.61257173;2562.58;0
0.629534617;2020.2;0
0.531590919;2261.02;0
0.624529681;2176.99;0
0.532222328;2165;0
0.643833066;2049.98;1
0.766892565;2260.44;1
0.761736482;2180.77;0
0.840949781;2342.74;0
0.528984837;2367.4;0
0.738932007;2145.05;0
0.532228028;2095.86;0
0.552715546;2182.84;0
0.502411003;2268.58;1
0.73532078;2267.85;0
0.673787837;2084.74;1
0.768525413;2235.14;0
0.682578792;2232.13;0
0.870292501;2253.21;0
0.719749598;2141.91;0
0.602116071;2098.97;0
0.633921716;2367.9;1
0.751020315;2268.14;1
0.598953073;2189.65;0
0.564758049;2207.03;0
0.530599728;2217.81;0
0.777761335;2191.5;0
0.520348861;2239.29;0
0.783839418;2213.46;0
0.701584835;2124.21;1
0.817032741;2406.4;0
0.540166322;2264.88;0
0.552600997;2096.58;0
0.513598556;2092.31;1
0.54433194;2203.45;0
0.602944149;2313.63;0
0.527551351;2257.43;0
0.701047923;2348.14;0
0.508268952;2363.23;1
0.795199675;2362.39;0
0.661232825;2086.47;1
0.731374329;2198.31;0
0.51241745;2191.6;1
0.699150158;2071.24;0
0.709956702;2091.12;0
0.757218364;2259.78;1
0.730117813;2283.97;0
0.650502953;2054.55;0
0.603025631;2383.24;0
0.680091381;2191.49;0
0.834211633;2375.85;0
0.585472185;2320.26;0
0.525367018;2143.74;0
0.61943796;2005.36;0
0.707807585;2068.32;1
0.523389649;2246.42;0
0.734703328;2170.66;0
0.718414719;2195.2;0
0.820206246;2336.21;0
0.5385577;2297.88;0
0.526415893;2244.46;1
0.721248058;2086.14;1
0.807534183;2186.53;0
0.616881733;2193.98;0
0.586534774;2069.75;0
0.672127344;2335.63;0
0.551113364;2432.04;0
0.620330637;2044.74;0
0.712248442;2272.89;1
0.709518874;2123.55;1
0.790354;2448.27;0
0.567042569;2172.33;1
0.547141023;2249.06;1
0.552643583;2111.39;0
0.5242503;2279.58;0
0.632731184;2114.33;0
0.650901468;2379.5;0
0.71695092;2176.9;0
0.793264995;2353.93;0
0.745403312;2136.94;0
0.5347364;2237.95;1
0.65700918;2155.74;0
0.555678983;2461.77;1
0.708656918;2101.74;1
0.632798729;2090.99;1
0.602991244;2088.72;0
0.656941754;2320.07;1
0.524215027;2117.08;0
0.858110158;2339.65;0
0.523607501;2229.9;1
0.625177896;2340.81;1
0.523036475;2193.22;1
0.672965352;2084.08;1
0.59693446;2156.05;1
0.718271868;2224.65;0
0.69142359;2136.32;0
0.745379606;2245.77;0
0.771551447;2192.48;1
0.660621607;2391.99;0
0.752733032;2404.93;1
0.518402275;2309.66;0
0.619903108;2096.47;1
0.596238764;2097.15;0
0.504118239;2251.64;0
0.528015722;2090.29;0
0.618067074;2085.3;1
0.606381972;2038.5;0
0.79760265;2235.62;0
0.727381545;2207.47;0
0.777430319;2481.85;0
0.543220121;2169.45;1
0.628970866;2333.29;0
0.647242335;2097.86;0
0.506790065;2226.37;0
0.6816279;2139.77;0
0.681720604;2276.5;0
0.799090236;2183.98;0
0.680880741;2173.25;0
0.675191752;2245.42;0
0.656058141;2460.82;0
0.675380929;2201.17;0
0.549507825;2232.4;0
0.653861635;2386.87;0
0.652332595;2060.31;0
0.671923395;2140.9;0
0.561964888;2224.32;0
0.65604049;2252.5;0
0.76376764;2297.53;0
0.78667082;2173.57;0
0.868236682;2373.6;0
0.596543358;2135.57;0
0.668394916;2068.22;0
0.562904251;2161.29;1
0.590848557;2224.46;0
0.653691525;2367.39;0
0.502538578;2180.19;0
0.679994288;2364.77;1
0.561059052;2362.07;0
0.59205213;2326.66;0
0.844728248;2295.51;0
0.721065655;2174.54;0
0.640372187;2089.22;1
0.657419993;2117.36;0
0.61881316;2021.51;0
0.615468036;2185.89;0
0.713456018;2362.83;1
0.785009202;2285.35;0
0.630786457;2287.12;0
0.779334266;2322.47;0
0.722747173;2213.12;1
0.567224783;2379.77;0
0.649680744;2163.66;1
0.760816712;2209.24;1
0.512539148;2283.64;0
0.588401344;2106.38;0
0.686173448;2105.65;1
0.54137034;2142.96;0
0.800225894;2212.57;0
0.526552028;2393.09;0
0.876871338;2270.64;0
0.530026467;2190.7;0
0.590988582;2143.44;1
0.665697527;2107.82;1
0.563057696;2279.18;0
0.714045996;2294.76;0
0.520171837;2143.49;0
0.816800697;2193.49;0
0.511303488;2198.38;0
0.769328644;2215;0
0.694333894;2199.75;0
0.787554124;2398.53;0
0.524087062;2265.77;0
0.627632059;2337.16;0
0.546135062;2274.68;0
0.542940833;2123.87;0
0.624487145;2075.49;0
0.781130913;2241.24;0
0.780296464;2177.5;1
0.690645099;2585.47;0
0.573639164;2261.92;0
0.585682427;2127.02;1
0.680805681;2107.75;1
0.522636137;2094.32;0
0.659016367;2081.98;0
0.656613869;2338.53;1
0.501215524;2268.19;0
0.775425819;2276.58;0
0.509422591;2176.23;1
0.652998321;2416.32;1
0.716464212;2255.24;0
0.801455136;2276.46;0
0.712883976;2178.07;0
0.55656318;2157.63;1
0.703723883;2118;1
0.695843841;2362.68;0
0.574079894;2126.45;0
0.601628506;2357.66;0
0.571000004;2361.91;1
0.877753161;2361.91;0
0.674021007;2034.47;0
0.628796247;2054.9;0
0.513533055;2240.32;0
0.621605706;2161.57;1
0.532992022;2450.12;0
0.600864834;2174.73;1
0.637316149;2074.27;0
0.524521484;2522.5;1
0.607366668;2114.89;0
0.762195372;2283.23;0
0.654316123;2312.15;0
0.852137938;2330.51;0
0.577277396;2246.07;0
0.565685241;2046.86;1
0.64451998;2173.59;0
0.602500628;2118.53;0
0.559230856;2211.52;1
0.782997141;2122.21;0
0.629355975;2329.6;1
0.745799102;2509.45;0
0.620790119;2103.32;0
0.537259786;2230.17;0
0.664216303;2110.66;1
0.607393628;2342.56;1
0.748901543;2284.81;0
0.711379536;2118.06;0
0.572902445;2140.32;1
0.795528112;2231.47;0
0.533148904;2268.83;0
0.771675452;2201.08;0
0.575783194;2238.79;0
0.844502137;2400.33;0
0.584128249;2105.92;0
0.54259607;2144.29;0
0.678132064;2280.26;0
0.542838363;2241.01;0
0.609298468;2145.06;1
0.672124825;2394.11;0
0.765599283;2178.38;0
0.797499784;2300.95;0
0.51725786;2309.58;0
0.671532643;2111.62;1
0.59898531;2174.94;0
0.770411318;2265.05;0
0.624074697;2323.2;1
0.684944999;2060.03;0
0.569878704;2070.48;1
0.719129807;2241.91;0
0.632391548;2151.52;0
0.662431515;2282.1;1
0.656501985;2180.6;0
0.834260156;2342.22;0
0.662079674;2075.14;1
0.505684165;2358.32;1
0.54142712;2213.94;0
0.624670584;2285.88;1
0.584844009;2190.44;1
0.813283816;2239.51;0
0.579180656;2421.85;0
0.727797245;2403.67;1
0.747756171;2169.45;0
0.59382505;2119;0
0.60388213;2230.1;0
0.70931998;2259.42;0
0.672143843;2121.05;0
0.609902787;2092.02;1
0.574818057;2148.4;0
0.564111177;2407.27;0
0.677049982;2140.84;1
0.744504419;2220.69;0
0.532627015;2348.94;0
0.788780244;2481.06;0
0.500583054;2168.63;0
0.723393669;2120.07;0
0.552629233;2159.02;1
0.563954587;2116.15;0
0.671785423;2123.74;0
0.833962915;2284.38;0
0.75925118;2184.76;1
0.794947003;2336.95;0
0.549990865;2409.73;0
0.570009826;2143.52;1
0.662205766;2110.64;1
0.738865672;2260.14;0
0.566179638;2170.01;0
0.511149754;2198.04;0
0.500584529;2213.07;1
0.656157647;2177.33;0
0.729072887;2170.01;0
0.865320537;2334.44;0
0.512731894;2202.27;0
0.583135459;2262.74;1
0.582294798;2220.19;1
0.662260053;2119.02;0
0.58620567;2387.87;0
0.580147322;2343.59;0
0.598192236;2086.94;0
0.71073212;2249.46;0
0.665508364;2121.36;1
0.577014407;2504.18;0
0.693537301;2294.42;1
0.799508871;2311.92;0
0.698351331;2209.94;0
0.569027803;2121.18;1
0.512873691;2220.64;0
0.585010447;2120.52;1
0.650876905;2080.24;0
0.790249747;2274.74;0
0.791916791;2278.97;0
0.620822713;2175.2;0
0.721659806;2197.7;0
0.784277044;2346.71;0
0.523071344;2243.93;1
0.666441782;2170.3;0
0.658833689;2361.06;0
0.608670008;2178.71;0
0.567031769;2130.28;0
0.709856329;2411.77;0
0.621995223;2125.88;0
0.598805892;2362.05;1
0.622480246;2397.48;0
0.635979693;2060.86;0
0.774642684;2312.11;0
0.577934014;2372.21;0
0.517935552;2173.3;1
0.681191366;2044.78;0
0.602385201;2086.65;1
0.609371148;2123.83;0
0.799880898;2293.29;1
0.597940686;2155.24;1
0.718406375;2256.18;0
0.695895217;2556.95;0
0.621617282;2108.35;0
0.719233055;2179.83;0
0.571373127;2283.61;0
0.629285911;2102.16;1
0.707329186;2302.55;0
0.754860823;2368.42;0
0.656500387;2337.94;1
0.631692677;2328.71;1
0.652463734;2139.9;0
0.707136797;2036.19;0
0.652284275;2404.82;0
0.680140622;2179.5;0
0.608844212;2121.56;0
0.61893145;2122.36;1
0.594448489;2284.22;0
0.626088344;2112.38;1
0.611440083;2298.08;0
0.738281652;2366.98;0
0.738695189;2234.21;0
0.511132134;2215.76;0
0.787200007;2302.53;0
0.702194434;2177.94;0
0.693058027;2061.59;0
0.508408361;2510.32;1
0.595178201;2075.01;0
0.781680653;2310.8;0
0.753079135;2191.38;0
0.768868947;2461.85;0
0.71264444;2182.48;0
0.643917862;2105.37;1
0.569144707;2308.95;0
0.572956259;2205.93;0
0.56927616;2277.63;0
0.504618604;2252.16;0
0.592321482;2024.8;0
0.710049118;2421.65;1
0.576685952;2054.27;0
0.656595616;2130.11;0
0.763891064;2182.86;0
0.800929199;2431.2;0
0.515420462;2337.96;1
0.612322364;2264.99;0
0.512025305;2235.66;0
0.6319413;2156.1;1
0.622728409;2143.39;0
0.650261339;2336.03;0
0.629195494;2089.8;0
0.851644718;2261.03;0
0.754606109;2282.88;0
0.678641347;2119.6;1
0.648586722;2494.4;0
0.65989428;2247.35;1
0.646860472;2156.9;1
0.660711883;2348.67;0
0.600697677;2081.73;1
0.649560323;2484.47;1
0.534602153;2141.31;0
0.60269809;2297.27;0
0.758583746;2229.71;0
0.864277067;2303.18;0
0.530869796;2279.92;0
0.66027493;2088.35;0
0.590500736;2139.56;1
0.514735896;2266.58;0
0.592777832;2121.72;1
0.69593549;2006.44;0
0.574470924;2117.63;0
0.829104267;2316.57;0
0.789381336;2208.86;0
0.640957474;2367.56;0
0.69031996;2424.27;0
0.71548555;2203.81;0
0.691736248;2108.91;0
0.772687856;2241.84;1
0.649237287;2269.7;0
0.556783849;2085.67;1
0.5839898;2085.17;1
0.68498427;2421.11;0
0.666884146;2259.72;0
0.626508299;2103.01;0
0.837446829;2207.61;0
0.514900234;2380.09;0
0.655929566;2355.05;0
0.752798056;2237.53;0
0.549588696;2069.26;1
0.528939308;2207.72;0
0.617183392;2304.89;0
0.750901571;2211.86;1
0.508499619;2271.75;0
0.588191926;2148.71;0
0.724869364;2535.56;1
0.69515481;2149.47;1
0.669077962;2179.51;1
0.636009998;2096.76;0
0.751999526;2229.65;0
0.811315065;2232.88;0
0.531106331;2077.67;1
0.66677875;2062.35;0
0.727115346;2232.5;0
0.742379957;2485.68;0
0.528136064;2334.57;0
0.52389162;2218.37;1
0.638009121;2074.41;0
0.581923643;2295.29;0
0.543575977;2194.98;0
0.619140888;2278.03;0
0.647314062;2040.23;0
0.717039959;2265.64;0
0.645170961;2112.44;0
0.585143225;2309.49;0
0.8406353;2340.21;0
0.534430378;2373.87;0
0.659618888;2178.8;0
0.543873885;2232.8;0
0.820988269;2208.35;0
0.785723785;2311.32;0
0.573218846;2530.05;0
0.551710622;2040.11;0
0.753700788;2241.39;1
0.838377746;2246.18;0
0.589753089;2140.05;0
0.563328544;2181.54;1
0.589350995;2261.84;0
0.523499461;2239.56;1
0.508939345;2131.6;0
0.593609334;2129.53;0
0.52269991;2076.42;0
0.622880108;2347.83;0
0.856220023;2288.89;0
0.551368184;2186.19;1
0.574606466;2341.38;1
0.644324843;2113.9;0
0.594553416;2121.03;0
0.833165055;2280.76;1
0.545024668;2480.86;0
0.823134258;2255.75;0
0.576261699;2076.16;0
0.748664201;2235.59;0
0.569141206;2173.79;0
0.576641286;2257.42;1
0.617683023;2503.82;0
0.672266839;2200.53;0
0.671306624;2323.09;0
0.555700811;2230.38;1
0.583609187;2090.05;0
0.642058444;2110.11;0
0.637578879;2070.88;0
0.772190559;2369.69;0
0.549210557;2433.37;0
0.820424723;2371.63;1
0.601295941;2313.24;1
0.679851833;2167.92;1
0.673975158;2141.21;0
0.657189476;2093.78;0
0.645852111;2398.25;0
0.590703582;2540.43;1
0.584816494;2055.98;1
0.563015945;2164.03;0
0.59352813;2129.61;1
0.639004237;2305.66;1
0.59576153;2100.43;0
0.764425832;2294.42;0
0.522908153;2274.82;0
0.841360993;2300.19;1
0.541434086;2293.19;0
0.772892594;2290.33;0
0.52729266;2084.64;0
0.705495781;2444.22;0
0.605512269;2340.69;0
0.761246565;2270.27;0
0.823023877;2310.48;0
0.664329241;2151.72;0
0.571369974;2230.45;0
0.610499998;2098.58;1
0.532912426;2159.88;0
0.61533979;2110.32;0
0.758144488;2235.9;0
0.61795875;2306.19;0
0.593166309;2214.18;0
0.607267645;2557.96;0
0.531699069;2323.73;0
0.61466075;2274.89;0
0.65281765;2124.57;0
0.625501267;2143.51;1
0.796584253;2189.79;0
0.80476963;2288.37;1
0.533228268;2068.42;0
0.706066982;2462.95;0
0.554009946;2171.36;0
0.784722631;2290.05;0
0.852059321;2320.97;0
0.535916396;2291.54;0
0.604724957;2086.2;1
0.62983771;2314.26;0
0.58147941;2120.02;0
0.654150948;2376.07;0
0.513529845;2229.87;1
0.791259091;2302.07;0
0.57588775;2112.1;0
0.561150942;2443.83;0
0.77875918;2293.03;0
0.628713799;2209.97;0
0.616868752;2170.33;0
0.62967247;2132.62;0
0.619007805;2106.24;0
0.627790678;2096.53;0
0.639081724;2315.44;0
0.78347273;2177.52;0
0.545462701;2161.97;0
0.624900502;2373.34;0
0.700968725;2478.39;0
